"restaurant_name","cnt","avg_rating","avg_price","avg_delivery_time"
"Sheesha Sky Lounge",1,3.9000000953674316,50.0,39.0
"Sheikh Non Veg Hotel",1,3.9000000953674316,200.0,34.0
"Sher-E-Punjab Hotel",2,3.9000000953674316,100.0,29.0
"Shetty's Coastal Garden",1,3.9000000953674316,300.0,38.0
"Shikora - The Tea Hub",1,3.9000000953674316,300.0,51.0
"Shimago Pizzeria",1,3.9000000953674316,200.0,32.0
"Shiv Chat",1,3.9000000953674316,200.0,23.0
"Shiv Ram Cold House",1,3.9000000953674316,300.0,27.0
"Indian Bakery",4,3.900000035762787,125.0,29.75
"Coffee Culture",3,3.900000015894572,200.0,37.0
"Desi Bites",3,3.900000015894572,166.6667,42.6667
"British Bakery Cafe",3,3.900000015894572,116.6667,31.0
"Cake.Com",3,3.900000015894572,200.0,28.6667
"Cheesy Crazy Cafe",3,3.900000015894572,133.3333,34.6667
"Golden Bakery",3,3.900000015894572,200.0,20.0
"Hot Pizza King",3,3.900000015894572,150.0,40.0
"Masala Darbar",3,3.900000015894572,233.3333,37.0
"Mini Punjab",3,3.900000015894572,216.6667,41.0
"MMV - Mumbaiya Misal & Vadapav",3,3.900000015894572,233.3333,28.6667
"Puffizza",3,3.900000015894572,300.0,34.3333
"Amul Ice Cream Parlour",8,3.9000000059604645,162.5,23.125
"Pizzeria",5,3.9,160.0,35.8
"Sandwich Junction",5,3.9,250.0,33.6
"7th Heaven",24,3.899999996026357,170.8333,29.2917
"Al-Baik",4,3.899999976158142,200.0,33.25
"All That's Coffee",2,3.899999976158142,150.0,27.0
"Ambrosia Restaurant",2,3.899999976158142,200.0,26.0
"Aslam Biryani House",2,3.899999976158142,400.0,32.5
"Bakers Fun",2,3.899999976158142,175.0,31.5
"Balle Balle Dhaba",2,3.899999976158142,200.0,40.0
"Banana Leaf Restaurant",2,3.899999976158142,150.0,25.5
"Bawarchi Restaurant",2,3.899999976158142,150.0,45.5
"Belgian Waffle Factory",2,3.899999976158142,175.0,36.5
"Pyramid Cafe Lounge",2,3.899999976158142,300.0,35.0
"Raja Burger",2,3.899999976158142,175.0,31.5
"Ramdev Dosa Corner",2,3.899999976158142,250.0,28.0
"Ratan Pizza",2,3.899999976158142,225.0,40.0
"Roll Over",2,3.899999976158142,100.0,35.5
"Sankar Cafe",2,3.899999976158142,100.0,24.0
"Shahi Dastarkhwan",2,3.899999976158142,125.0,36.0
"New Kolkata Arsalan Biryani",2,3.899999976158142,125.0,18.5
"New Red Chilli",2,3.899999976158142,100.0,24.0
"O-Cakes",2,3.899999976158142,125.0,33.0
"Oven The Bakery & Cafe",2,3.899999976158142,300.0,16.0
"Pal Dhaba",2,3.899999976158142,100.0,24.5
"Pizza Kitchen",4,3.899999976158142,150.0,37.0
"Ice & Fire",2,3.899999976158142,100.0,38.0
"Italian Pizza",2,3.899999976158142,100.0,39.5
"Just Cakes",2,3.899999976158142,125.0,37.0
"Kaidi Kitchen",2,3.899999976158142,150.0,33.5
"Kathi Roll Corner",2,3.899999976158142,250.0,28.0
"Kediyoor Confectionery",2,3.899999976158142,200.0,22.0
"Khandelwal Dhaba",2,3.899999976158142,100.0,31.5
"Kwality Bakery",2,3.899999976158142,150.0,32.0
"Big Fat Burger",2,3.899999976158142,200.0,31.5
"Biryani Grills",2,3.899999976158142,125.0,29.5
"Bon Pizza",2,3.899999976158142,150.0,40.5
"Bowl Soul",2,3.899999976158142,200.0,30.0
"Brothers Dhaba",2,3.899999976158142,150.0,25.5
"Burger Inn",2,3.899999976158142,125.0,21.5
"Burgerland",2,3.899999976158142,125.0,28.5
"Cake Bee",2,3.899999976158142,150.0,24.0
"Cake Wake",2,3.899999976158142,125.0,34.0
"Cakes 4 You",2,3.899999976158142,200.0,28.5
"Chaap Express",2,3.899999976158142,225.0,25.0
"Chai Truck",2,3.899999976158142,175.0,34.0
"Chinese Corner",2,3.899999976158142,200.0,39.5
"Choudhary Dhaba",2,3.899999976158142,150.0,41.0
"Desi Kitchen",4,3.899999976158142,312.5,34.25
"Desi Masala",2,3.899999976158142,150.0,42.5
"Door Ka Tandoor",2,3.899999976158142,125.0,23.5
"Little Hut",2,3.899999976158142,200.0,42.0
"Madurai Pandiyan Hotel",2,3.899999976158142,200.0,27.0
"Mohammed Anifa Biriyani",2,3.899999976158142,100.0,35.5
"Mughlai Zaika",2,3.899999976158142,175.0,24.0
"Muradabadi Chicken Biryani",2,3.899999976158142,100.0,30.5
"Naidu Gari Kunda Biryani",2,3.899999976158142,250.0,28.5
"Namaste",2,3.899999976158142,150.0,34.0
"Shree Santosh Family Dhaba",2,3.899999976158142,275.0,33.0
"Gajanand Pauva House",2,3.899999976158142,100.0,19.0
"Gangaur",2,3.899999976158142,200.0,17.5
"Good Food Restaurant",2,3.899999976158142,100.0,33.0
"Hotel Asha",2,3.899999976158142,175.0,31.0
"Hotel Babu Biryani Point",2,3.899999976158142,250.0,23.0
"Hotel Chola",2,3.899999976158142,150.0,31.5
"Hotel Sagar",5,3.8999999523162843,120.0,34.2
"Heaven Pizza",3,3.8999999364217124,166.6667,25.0
"Cake Bonzer Bites",3,3.8999999364217124,250.0,29.6667
"Pizzaholic",3,3.8999999364217124,133.3333,44.3333
"Arabian Knights",3,3.8999999364217124,166.6667,42.3333
"Banjara Fast Food",3,3.8999999364217124,133.3333,32.0
"Rang De Basanti Dhaba",3,3.8999999364217124,133.3333,39.0
"Shawarma Point",3,3.8999999364217124,116.6667,31.3333
"Mughlai Junction",3,3.8999999364217124,200.0,29.6667
"Bombay Biryani",4,3.8999999165534973,237.5,25.5
"Roms Pizza",4,3.8999999165534973,175.0,39.0
"Samosa Junction",2,3.8999998569488525,250.0,29.5
"H2B Unlimited Hyderabad Biriyani",2,3.8999998569488525,150.0,35.5
"Padharo Sa",2,3.8999998569488525,175.0,26.0
"Punjab Restaurant",2,3.8999998569488525,150.0,30.0
"Hunger's Den",2,3.8999998569488525,125.0,45.0
"Indian Pizza",2,3.8999998569488525,150.0,38.0
"Cake Eggless",2,3.8999998569488525,225.0,32.0
"Cake Home",2,3.8999998569488525,175.0,31.5
"Chai Adda",2,3.8999998569488525,155.0,35.5
"Food Lab",2,3.8999998569488525,100.0,29.5
"Grill Inn",11,3.890909043225375,168.1818,34.0
"Olio - The Wood Fired Pizzeria",10,3.890000033378601,175.0,36.4
"Five Star Chicken",10,3.8899999380111696,240.0,33.5
"Punjabi Chaap Corner",9,3.888888862397936,172.2222,29.8889
"China Town",13,3.8846153846153846,161.5385,38.6154
"Pizza Bites",6,3.883333404858907,175.0,40.1667
"MBA Chai Wala",12,3.8833332856496177,150.0,31.1667
"Royal Bakers",5,3.8800000190734862,230.0,28.2
"Shawarma Wala",5,3.8800000190734862,170.0,34.8
"Balaji Fast Food",5,3.8799999713897706,190.0,39.0
"Cookie Man",5,3.8799999237060545,230.0,45.6
"Dosa Corner",8,3.875,175.0,36.75
"Hot Box",4,3.875,162.5,31.0
"Chai Shai Bar",4,3.875,125.0,28.5
"Kritunga",4,3.875,162.5,35.5
"Royal Bakery",4,3.8749999403953552,87.5,33.0
"Burger Express",4,3.8749999403953552,187.5,37.25
"Big Bowl",15,3.8733333110809327,200.0,34.6
"Fat Tiger",11,3.8727272640575063,172.7273,36.0
"Crusto's - Cheese Burst Pizza",7,3.8714285918644498,228.5714,40.0
"Ovenfresh Cakes and Desserts",17,3.8705882324891934,176.4706,30.1176
"Chai Ki Chuski",3,3.8666667143503823,166.6667,36.6667
"Lassi N Shakes",3,3.8666667143503823,150.0,25.3333
"Moti Mahal Delux Restaurant",3,3.8666667143503823,100.0,21.0
"Home Kitchen",3,3.8666667143503823,150.0,46.6667
"Hyderabadi Biryani",3,3.866666634877523,183.3333,25.6667
"Dhaba Cafe",3,3.866666634877523,216.6667,41.3333
"Eagles Pizza",3,3.866666634877523,166.6667,40.3333
"1441 Pizzeria",3,3.866666634877523,116.6667,35.0
"Amma's Pastries",3,3.866666634877523,133.3333,31.6667
"Apna Adda",3,3.866666634877523,116.6667,38.3333
"Nanking Express",3,3.866666634877523,233.3333,42.6667
"Pandeyji Parcel Point",3,3.866666555404663,133.3333,27.3333
"Al Baik",5,3.8600000381469726,130.0,37.2
"MBA Chaiwala",5,3.859999990463257,190.0,37.8
"Khana Khajana",5,3.859999942779541,210.0,35.4
"Kolkata Biryani",5,3.859999942779541,160.0,28.6
"New Bombay Biryani",5,3.859999942779541,120.0,31.0
"Chai Sutta Bar",37,3.859459400177002,168.9189,32.7838
"Pizza Hut",61,3.8590163832805198,163.9344,31.4754
"Bikaner Misthan Bhandar",2,3.8500001430511475,100.0,34.0
"Food Station",2,3.8500001430511475,125.0,36.0
"Hyderabadi Biryani House",2,3.8500001430511475,175.0,40.0
"Sandwich Hub",2,3.8500001430511475,175.0,44.0
"Red Dragon",2,3.850000023841858,125.0,29.0
"Sadda Adda",2,3.850000023841858,150.0,37.0
"Sartaj Hotel",2,3.850000023841858,225.0,20.5
"Shama Dhaba",4,3.850000023841858,200.0,24.5
"Shawarma Hut",2,3.850000023841858,300.0,48.5
"Shawarma Junction",2,3.850000023841858,150.0,30.0
"Bharat Biryani",2,3.850000023841858,150.0,33.5
"Big Scoop Cafe",2,3.850000023841858,225.0,30.5
"Brijwasi Misthan Bhandar",2,3.850000023841858,175.0,18.0
"Cake Forest",2,3.850000023841858,125.0,28.5
"Chai Wai",2,3.850000023841858,125.0,26.5
"Chicken Point",2,3.850000023841858,175.0,32.5
"New Bawarchi Fast Food",2,3.850000023841858,150.0,28.0
"Occasion",2,3.850000023841858,125.0,31.5
"Pizza Shop",2,3.850000023841858,150.0,40.0
"Pizza Slice",2,3.850000023841858,175.0,42.5
"Pizza Street",2,3.850000023841858,125.0,34.0
"Maa Kitchen",2,3.850000023841858,125.0,38.0
"Maa Tara Hotel",2,3.850000023841858,150.0,36.5
"Manek Chowk Sandwich & Pizza",2,3.850000023841858,175.0,45.5
"MOC - The American Restaurant",2,3.850000023841858,200.0,32.0
"Momomia Love in Every Bite",2,3.850000023841858,200.0,42.0
"Momo's & More",2,3.850000023841858,125.0,32.0
"MRCB- Modern Rythu Chicken Bazar",2,3.850000023841858,75.0,28.5
"Girnar Restaurant",2,3.850000023841858,100.0,30.5
"Gopal Foods",2,3.850000023841858,125.0,49.5
"Govinda Sweets",2,3.850000023841858,100.0,33.5
"Hanuman Pure Veg Dhaba",2,3.850000023841858,200.0,34.5
"Hitchki",2,3.850000023841858,150.0,45.0
"Hot Chilli",2,3.850000023841858,125.0,35.5
"11th Avenue Cafe Bistro",2,3.850000023841858,275.0,50.5
"Amritsari Kulcha Point",2,3.850000023841858,150.0,37.0
"Balaji Dhaba",2,3.850000023841858,125.0,37.5
"Hunger Street",2,3.850000023841858,150.0,36.0
"Hyderabadi Zaika",2,3.850000023841858,150.0,33.0
"Jaggi's Restaurant",2,3.850000023841858,200.0,27.5
"Jain Restaurant",2,3.850000023841858,75.0,33.0
"Joker Gathiya",2,3.850000023841858,75.0,21.0
"Kasturi Restaurant",2,3.850000023841858,100.0,51.5
"Kolkata Royal Biryani House",2,3.850000023841858,150.0,26.5
"Kulhad Pizza",2,3.850000023841858,150.0,30.0
"Chinese Hunger",2,3.850000023841858,100.0,36.0
"Chulha Chowka",2,3.850000023841858,175.0,29.5
"Country Oven",2,3.850000023841858,175.0,43.0
"Cream Corner",2,3.850000023841858,150.0,38.0
"Cross Connection",2,3.850000023841858,150.0,33.5
"Dimsum Momo Express",2,3.850000023841858,175.0,44.5
"Dosa Craft",2,3.850000023841858,100.0,31.5
"Chickpet Donne Biryani House",6,3.849999984105428,208.3333,29.0
"Burger House",4,3.849999964237213,137.5,32.75
"Gopal's",4,3.849999964237213,175.0,23.5
"Shawarma House",4,3.849999964237213,150.0,40.75
"Anjappar",4,3.849999964237213,237.5,32.75
"Shree Khodiyar Kathiyawadi Dhaba",4,3.849999964237213,112.5,33.75
"Good Morning Tea & Fast food",2,3.8499999046325684,225.0,16.0
"Green Pepper",2,3.8499999046325684,275.0,46.5
"Haandi Dum",2,3.8499999046325684,225.0,37.0
"Handi Fusion",2,3.8499999046325684,175.0,33.0
"Hot Spot",2,3.8499999046325684,200.0,48.0
"Burger Castle",2,3.8499999046325684,175.0,28.0
"Cake Divine",2,3.8499999046325684,225.0,39.0
"Cheelizza - India Ka Pizza",2,3.8499999046325684,250.0,36.0
"Dosa Hub",2,3.8499999046325684,100.0,23.5
"Feel Hungry",2,3.8499999046325684,100.0,49.5
"Flavour Restaurant",2,3.8499999046325684,125.0,33.5
"Olive Garden",2,3.8499999046325684,125.0,40.0
"Momo.com",2,3.8499999046325684,150.0,32.0
"Momomia- Love In Every Bite",2,3.8499999046325684,125.0,29.0
"Balaji Santosh Family Dhaba",2,3.8499999046325684,100.0,37.5
"Jay Mahakali Sev Usal",2,3.8499999046325684,125.0,18.0
"Joshi Restaurant",2,3.8499999046325684,200.0,49.0
"PVR Cafe",34,3.847058794077705,186.7647,37.0294
"Mom's Kitchen",9,3.844444433848063,172.2222,33.1111
"Kouzina Kafe - The Food Court",21,3.8428571678343273,188.0952,32.0
"Go 69 Pizza",5,3.839999961853027,180.0,32.6
"Momomia",5,3.839999961853027,200.0,30.2
"Pizza Cafe",5,3.8399999141693115,220.0,41.6
"Curry Leaf",5,3.839999866485596,140.0,34.4
"Barbeque Nation",53,3.8396226325125062,183.9623,42.4151
"Chinese Hut",8,3.8374999165534973,212.5,41.625
"Crumbz",3,3.833333412806193,233.3333,30.0
"Cafe Chokolade",3,3.833333412806193,100.0,29.6667
"Chai Tapri",3,3.833333412806193,200.0,26.6667
"Chai Vaai Cafe",3,3.8333333333333335,183.3333,37.6667
"Chatoree",3,3.8333333333333335,150.0,30.6667
"Chennai Express",6,3.8333333333333335,200.0,38.8333
"Food Point",6,3.8333333333333335,200.0,37.0
"Pizza Buzzer",3,3.8333333333333335,166.6667,39.3333
"Pizza Italia",3,3.8333333333333335,216.6667,40.0
"Pizza Pie",3,3.8333333333333335,150.0,38.6667
"Shiva Chinese Wok",3,3.8333333333333335,183.3333,33.6667
"Kumar Sandwich",3,3.8333333333333335,100.0,34.6667
"Lulu Hypermarket",3,3.8333333333333335,183.3333,42.3333
"Marrakesh",3,3.8333333333333335,266.6667,39.0
"Momoman",3,3.8333333333333335,266.6667,32.3333
"Krishna Restaurant",6,3.8333332935969033,158.3333,33.1667
"Food Hub",3,3.8333332538604736,150.0,35.6667
"34 Chowringhee Lane",7,3.8285714217594693,157.1429,37.4286
"Laziz Pizza",19,3.826315766886661,157.8947,33.2105
"Jalsa Restaurant",4,3.825000047683716,125.0,31.5
"Pizza Plaza",4,3.825000047683716,137.5,37.25
"Food Corner",4,3.825000047683716,100.0,30.0
"Chinese Adda",4,3.824999988079071,250.0,36.0
"Just Baked",4,3.8249999284744263,137.5,27.5
"Bombay Fast Food",4,3.8249999284744263,137.5,35.0
"Absolute Shawarma",5,3.8200000286102296,190.0,33.8
"Pizza Paradise",5,3.8200000286102296,190.0,38.2
"Paratha King",5,3.8199999809265135,100.0,31.6
"Dessi Cuppa",5,3.8199999809265135,140.0,34.8
"Dosa Plaza",5,3.819999933242798,160.0,30.8
"Burger It Up",21,3.819047587258475,180.9524,33.2857
"Bombay Sandwich",6,3.8166666825612388,158.3333,30.3333
"Biryani Mahal",6,3.8166666428248086,133.3333,31.3333
"Home Plate by EatFit",7,3.8142857210976735,157.1429,28.0
"Indiana Burgers",22,3.8136363462968306,188.6364,33.9545
"Pizza Junction",9,3.811111052831014,222.2222,34.3333
"Paradise",4,3.8000001311302185,125.0,27.75
"Pizza From Mexico",2,3.8000000715255737,200.0,29.0
"Hungry Hope",2,3.8000000715255737,225.0,40.0
"Ice Cream Works",2,3.8000000715255737,250.0,19.5
"Jaffer Bhai's Delhi Darbar",2,3.8000000715255737,225.0,28.0
"Khichdi Express",2,3.8000000715255737,225.0,60.0
"Khichdi King",2,3.8000000715255737,100.0,28.5
"Friends Dhaba",2,3.8000000715255737,100.0,29.0
"Halka Fulka",2,3.8000000715255737,125.0,31.5
"Madrasi Dosa",2,3.8000000715255737,125.0,30.5
"Mama Hotel",2,3.8000000715255737,125.0,28.0
"Mintelaa",2,3.8000000715255737,250.0,41.0
"Mitra Di Chaap",2,3.8000000715255737,100.0,30.5
"Chinese Dhaba",2,3.8000000715255737,125.0,28.0
"Darbar",2,3.8000000715255737,200.0,37.0
"Dosa Wala",2,3.8000000715255737,175.0,31.5
"Big Bucket Biryani",2,3.8000000715255737,125.0,38.0
"Biryani Express",2,3.8000000715255737,125.0,31.5
"Bucket Biryani",2,3.8000000715255737,225.0,22.0
"C2 Chicken",2,3.8000000715255737,100.0,46.0
"Captain Sam's",2,3.8000000715255737,225.0,31.0
"Rooster Delights",2,3.8000000715255737,150.0,44.0
"Shahi Tadka",2,3.8000000715255737,250.0,32.5
"99 Pizza",2,3.8000000715255737,150.0,38.0
"Aibaik",2,3.8000000715255737,200.0,36.0
"AK Biryani House",2,3.8000000715255737,250.0,37.5
"Anna Ka Dosa",2,3.8000000715255737,125.0,44.0
"Aroma Cafe",2,3.8000000715255737,250.0,30.5
"Arya Bakery",2,3.8000000715255737,150.0,25.5
"Aramane Donne Biriyani",3,3.800000031789144,116.6667,44.6667
"Best In Town",3,3.800000031789144,166.6667,36.3333
"Malhar Dhosa",3,3.800000031789144,150.0,34.6667
"Pizza Place",3,3.800000031789144,133.3333,40.3333
"Kolkata Haji Biryani",3,3.800000031789144,100.0,29.3333
"Shalimar Restaurant",3,3.800000031789144,150.0,35.3333
"Dosa House",3,3.800000031789144,233.3333,24.0
"China Belly by WOW! Momo",3,3.800000031789144,150.0,40.6667
"Biryani Brothers",4,3.800000011920929,187.5,39.75
"Prabhuji Pure Food",4,3.800000011920929,150.0,37.5
"Punjabi Dhaba",16,3.7999999821186066,153.125,34.125
"Khana Khazana",18,3.799999965561761,152.7778,36.8333
"House Of Honey",1,3.799999952316284,200.0,38.0
"House Of Paratha",1,3.799999952316284,200.0,31.0
"House Of Size Zero",1,3.799999952316284,100.0,28.0
"House Of Sweets",1,3.799999952316284,100.0,32.0
"Hukum Pizza",1,3.799999952316284,150.0,32.0
"Hukum Restaurant",1,3.799999952316284,50.0,39.0
"Hum Tum Restaurant",1,3.799999952316284,100.0,47.0
"Humar Kalewa",1,3.799999952316284,100.0,39.0
"Humpty Dumplings",1,3.799999952316284,200.0,49.0
"Humpty Dumpty Restaurant",1,3.799999952316284,150.0,54.0
"Hundred",1,3.799999952316284,250.0,38.0
"Hunger Bash",1,3.799999952316284,250.0,28.0
"Hunger Fighters",1,3.799999952316284,300.0,31.0
"Hunger Jacks",1,3.799999952316284,200.0,38.0
"Hunger Valley",1,3.799999952316284,150.0,29.0
"Hunger's King",1,3.799999952316284,50.0,45.0
"Hungritos Cafe & Grill",1,3.799999952316284,100.0,31.0
"Hungry Bite Khatri Non-Veg Center",1,3.799999952316284,200.0,30.0
"Hungry Daddy",1,3.799999952316284,100.0,25.0
"Hungry Hunter Food Zone",1,3.799999952316284,350.0,38.0
"Hungry Patola",1,3.799999952316284,200.0,40.0
"Hungry Shungry",1,3.799999952316284,250.0,44.0
"Hurry 4 Curry",1,3.799999952316284,100.0,36.0
"Hyderabad Spice",1,3.799999952316284,100.0,35.0
"Hyderabad's Kitchen",1,3.799999952316284,150.0,30.0
"I Love Juice Bar",1,3.799999952316284,100.0,28.0
"Ice Pice",1,3.799999952316284,100.0,32.0
"Ice Time",1,3.799999952316284,300.0,27.0
"Icy & Spicy Bites",1,3.799999952316284,100.0,43.0
"Icy Fusion",1,3.799999952316284,100.0,36.0
"Idli Dosa",1,3.799999952316284,150.0,37.0
"Idli Junction",1,3.799999952316284,50.0,35.0
"Iglu",1,3.799999952316284,200.0,23.0
"ILA Bakers",1,3.799999952316284,200.0,37.0
"Impasta",1,3.799999952316284,200.0,49.0
"Impresso Espresso",1,3.799999952316284,100.0,38.0
"In Way Fast Food",1,3.799999952316284,150.0,27.0
"India Hotel",1,3.799999952316284,100.0,27.0
"Indian Food Cafe",1,3.799999952316284,200.0,59.0
"Indian Kitchen By Sky Grill",1,3.799999952316284,200.0,25.0
"Indian Premium Food",1,3.799999952316284,100.0,49.0
"Indii",1,3.799999952316284,200.0,53.0
"Indrani Sweets And Restaurant",1,3.799999952316284,150.0,39.0
"Indrapuri Rajadhani",1,3.799999952316284,200.0,38.0
"Infi Pizzeria",1,3.799999952316284,50.0,27.0
"Inner Circle - Bizz The Hotel",1,3.799999952316284,50.0,27.0
"Ipitza",1,3.799999952316284,150.0,31.0
"Ira Fresh Kitchen",1,3.799999952316284,150.0,43.0
"Irie",1,3.799999952316284,200.0,34.0
"Islami Mehrul Hotel",1,3.799999952316284,100.0,39.0
"Istanbul Rolls And Grills",1,3.799999952316284,100.0,21.0
"Italian Bite Pizza",1,3.799999952316284,50.0,43.0
"Italian Express",1,3.799999952316284,300.0,50.0
"It's A Bachelor's Diet",1,3.799999952316284,150.0,42.0
"Izaan Click To Eat",1,3.799999952316284,200.0,52.0
"J P Farm",1,3.799999952316284,100.0,38.0
"JAC Cloud Kitchen",1,3.799999952316284,200.0,32.0
"Jack N Grill",1,3.799999952316284,150.0,31.0
"Jacks Chinese",1,3.799999952316284,150.0,36.0
"Jade - The Claridges",1,3.799999952316284,100.0,34.0
"Jagat Hotel",1,3.799999952316284,100.0,27.0
"Jai Bhavani Dhaba",1,3.799999952316284,100.0,42.0
"Jai Durge Fast Food And Bhojnalaya",1,3.799999952316284,200.0,34.0
"Jai Siya Ram",1,3.799999952316284,150.0,28.0
"Jai Spicy Corner",1,3.799999952316284,100.0,27.0
"Jain Veg Corner",1,3.799999952316284,300.0,26.0
"Jaipur Garden",1,3.799999952316284,200.0,41.0
"Jaipur Jungle",2,3.799999952316284,225.0,37.5
"Jalaram Fast Food",1,3.799999952316284,150.0,37.0
"Jalebiwalas Mithai Bhandar",1,3.799999952316284,200.0,22.0
"Jam Street",1,3.799999952316284,100.0,33.0
"Jambeshwar Bhojnalya And Fast Food",1,3.799999952316284,250.0,32.0
"Jamie Oliver's Diner",1,3.799999952316284,250.0,42.0
"Jamshedpur Bites",1,3.799999952316284,200.0,28.0
"Jamuna Das Biscuits",1,3.799999952316284,100.0,36.0
"Janak Dhaba",1,3.799999952316284,250.0,16.0
"Janak Hotel",1,3.799999952316284,250.0,27.0
"Jannaks Food Arts Restaurant & Sweets",1,3.799999952316284,200.0,18.0
"Janta Bhojnalaya",1,3.799999952316284,150.0,37.0
"Jantawala Sweets & Restaurant",1,3.799999952316284,150.0,39.0
"Jay Bhavani Vadapav Fastfood",1,3.799999952316284,150.0,22.0
"Jay Jalaram Bakefood",1,3.799999952316284,100.0,28.0
"Jay Nilkanth Food Court",1,3.799999952316284,200.0,28.0
"Jay Shreeram Bharit Centre",1,3.799999952316284,300.0,19.0
"Jay Vijay Restaurant",1,3.799999952316284,150.0,39.0
"Jayashri Food Court",1,3.799999952316284,100.0,31.0
"JBees",1,3.799999952316284,50.0,20.0
"Jee Sahab Restaurant And Sweet House",1,3.799999952316284,100.0,30.0
"Jeeman Restaurant",1,3.799999952316284,150.0,30.0
"Jhakas Family Restaurant",1,3.799999952316284,300.0,12.0
"Jija Sala",2,3.799999952316284,150.0,25.5
"Jitna Khao Utna Mangaoo",1,3.799999952316284,100.0,32.0
"Jk Dhaba",1,3.799999952316284,200.0,38.0
"Jodhana Sweets",1,3.799999952316284,100.0,40.0
"Johnny Da Dhaba",1,3.799999952316284,150.0,28.0
"Joshi Wadewale",1,3.799999952316284,400.0,23.0
"JP Home Kitchen",1,3.799999952316284,100.0,29.0
"Jugnoo",1,3.799999952316284,200.0,33.0
"Juice Galaxy",1,3.799999952316284,100.0,21.0
"Juice N Shakes JNS",1,3.799999952316284,200.0,16.0
"Juicy Mysore",1,3.799999952316284,100.0,38.0
"Juicy Tea",1,3.799999952316284,200.0,22.0
"Jumboking",1,3.799999952316284,200.0,28.0
"Jungle Lore Ganga Cafe",1,3.799999952316284,100.0,43.0
"Juno's Pizza - The Thin Crust Pizzeria",1,3.799999952316284,200.0,36.0
"Just Cake Factory",1,3.799999952316284,100.0,50.0
"Just Cake 'N' Bake",1,3.799999952316284,100.0,27.0
"Juti Logai Kham",1,3.799999952316284,150.0,47.0
"Jyothi Royal Dreams Cafe & Restaurant",1,3.799999952316284,200.0,32.0
"K Gadhwal Dosa Corner",1,3.799999952316284,100.0,25.0
"K.K Chinese Corner",1,3.799999952316284,250.0,49.0
"K.M.S Hakkim Biryani Factory",1,3.799999952316284,200.0,22.0
"Kabab Food Factory",1,3.799999952316284,100.0,57.0
"kababiya Thali's and More",1,3.799999952316284,150.0,24.0
"Kababji Grill",1,3.799999952316284,150.0,29.0
"Kabelo Veg Barbecues",1,3.799999952316284,150.0,43.0
"Kaberir Ranna Ghar",1,3.799999952316284,200.0,65.0
"Kachori King 28",1,3.799999952316284,150.0,52.0
"Kachori Wala",1,3.799999952316284,100.0,30.0
"Kadak Cafe",1,3.799999952316284,100.0,40.0
"Kai Chufang",1,3.799999952316284,200.0,61.0
"Kailash Dairy & Food Court",1,3.799999952316284,150.0,20.0
"Kajal Restaurant And Chaat Bhandar",1,3.799999952316284,50.0,46.0
"Kaka Ni Bhaji Pav And Fast Food",1,3.799999952316284,50.0,29.0
"Kaka Pav Bhaji Centre",1,3.799999952316284,150.0,27.0
"Kake Di Hatti Siliguri",1,3.799999952316284,250.0,40.0
"Kake The Biryani",1,3.799999952316284,100.0,29.0
"Kalappa Restaurant",1,3.799999952316284,150.0,31.0
"Kalpavrixa Vegetarian",1,3.799999952316284,100.0,38.0
"Kalyan-G Bakery",1,3.799999952316284,200.0,27.0
"Kanji Pavitra Bhojnalaya",1,3.799999952316284,250.0,36.0
"Kannur Adukkala",1,3.799999952316284,250.0,55.0
"Kannur Food Kitchen",1,3.799999952316284,100.0,57.0
"Kanpur Cake Wala",1,3.799999952316284,100.0,39.0
"Karnavati Dabeli",2,3.799999952316284,250.0,28.0
"Karnavati Vadapav & Fast Food",1,3.799999952316284,100.0,31.0
"Karnawat Bhojan Prasadi",1,3.799999952316284,150.0,30.0
"Kashi Fast Food Dhaba",1,3.799999952316284,150.0,47.0
"Kashmir Cool Bar",1,3.799999952316284,150.0,29.0
"Katani Non-Veg",1,3.799999952316284,100.0,29.0
"Kathi Express",1,3.799999952316284,200.0,32.0
"Kebabs & Curry",1,3.799999952316284,100.0,19.0
"Keku 3",1,3.799999952316284,150.0,34.0
"Kerala Mess",2,3.799999952316284,150.0,46.0
"Keri Beri",1,3.799999952316284,150.0,43.0
"Kettle The Cafe",1,3.799999952316284,50.0,46.0
"KGN Chinese Center",1,3.799999952316284,100.0,39.0
"Khaanpaan",1,3.799999952316284,100.0,35.0
"Khana Adda",1,3.799999952316284,150.0,38.0
"Kharagpur Social Cafe And Restaurant",1,3.799999952316284,150.0,38.0
"Khatoos Fast Food",1,3.799999952316284,50.0,31.0
"Khichdi In Handi",1,3.799999952316284,400.0,35.0
"Khushnuma Chocolates",1,3.799999952316284,250.0,40.0
"Ki & Ka",1,3.799999952316284,200.0,43.0
"Kilos",1,3.799999952316284,100.0,32.0
"King Biryani",1,3.799999952316284,150.0,26.0
"King Cuisine Car",1,3.799999952316284,100.0,27.0
"King Ji Malai Chaap Restaurant",1,3.799999952316284,200.0,41.0
"Kingdoms Pizza",1,3.799999952316284,200.0,41.0
"Kings Mezbaan Restaurant",1,3.799999952316284,200.0,33.0
"Kings Of Noodles",1,3.799999952316284,150.0,30.0
"Kippis Cafe",1,3.799999952316284,250.0,30.0
"Kirti Kitchen",1,3.799999952316284,100.0,64.0
"Kishor Rollwala",1,3.799999952316284,350.0,25.0
"Kitchen 1970's",1,3.799999952316284,100.0,23.0
