"restaurant_name","cnt","rating"
"Karma",1,4.0
"Karma Cafe",1,4.3
"Karma Restaurant Lounge & Bar",1,4.0
"Karnataka",1,4.2
"Karnataka Biryani Paradise",1,4.0
"Karnataka Biryani Point",1,4.0
"Karnavati Dabeli",2,3.8
"Karnavati Dabeli",2,3.8
"Karnavati Dabeli And Vadapav",1,4.1
"Karnavati Dabeli Centre",1,3.5
"Karnavati Fastfood",1,3.9
"Karnavati Snacks",1,3.6
"Karnavati Vadapav & Fast Food",1,3.8
"Karnawat Bhojan Prasadi",1,3.8
"Karnawati Dabeli Centre",1,4.4
"Karni Kripa Restaurant",1,3.9
"Karn's Restaurant",1,3.9
"Karobar Kebab's & Biryani",1,4.0
"Karpagam Restaurant",1,4.1
"Kart N Kitchen",1,3.7
"Kartar Manni Dhaba",1,4.2
"Karthik",1,4.2
"Karthik Restaurant",1,4.2
"Karthika Hotel",1,3.9
"Kartik Food Corner",1,4.2
"Karuna Uphar & Sweets",1,4.2
"Karuppaiya Hotel",1,4.0
"Kasali Hotel",1,3.9
"Kaser Malai Dhaba",1,3.3
"Kashi Bakery",1,3.9
"Kashi Bhojanalya & Restaurant",1,3.5
"Kashi Cafe",1,3.0
"Kashi Fast Food Corner",1,3.6
"Kashi Fast Food Dhaba",1,3.8
"Kashi Kitchen",1,4.2
"Kashi Ram Chole Kulche Wala",1,4.2
"Kashish Momos Fast Food Centre",1,3.1
"Kashish Punjabi Dhaba Family Restaurant",1,4.0
"Kashmir Cool Bar",1,3.8
"Kashmir Sweet Shop",1,4.0
"Kashmiri Spicy",1,4.1
"Kashyap Fast Foods",1,4.1
"Kasmiri Restaurant",1,3.4
"Kasora",1,3.7
"Kaso's Pizza",1,4.0
"Kasthuri Bakery & Sweets",1,4.6
"Kasturi",1,3.4
"Kasturi Restaurant",2,3.8
"Kasturi Restaurant",2,3.9
"Kasu Kabe Fast Food Corner",1,3.5
"Kasundi - Flavours Of Spices",1,3.7
"Kasuri - The Veg Adventure",1,4.2
"Katak Bites",1,4.1
"Katakirr Misal",1,4.1
"Katakirrr",1,3.9
"Katani Dhaba",1,3.6
"Katani Non-Veg",1,3.8
"Katani Sweets",1,4.0
"Katani Sweets & Dhaba",1,3.9
"Katani Veg And Non Veg",1,3.5
"Katani's Non Veg",1,4.2
"Kataria Bakers & Confectioners",1,4.0
"Kataria's",1,3.6
"Kathi Bite",1,4.0
"Kathi Darbar",1,4.0
"Kathi Express",1,3.8
"Kathi Junction",10,3.5
"Kathi Junction",10,3.8
"Kathi Junction",10,3.9
"Kathi Junction",10,3.9
"Kathi Junction",10,4.0
"Kathi Junction",10,4.1
"Kathi Junction",10,4.2
"Kathi Junction",10,4.3
"Kathi Junction",10,4.3
"Kathi Junction",10,4.4
"Kathi Kingz",1,4.3
"Kathi Nation",5,3.5
"Kathi Nation",5,3.6
"Kathi Nation",5,3.6
"Kathi Nation",5,3.6
"Kathi Nation",5,4.0
"Kathi Roll Corner",2,3.7
"Kathi Roll Corner",2,4.1
"Kathi Roll Express",1,3.4
"Kathi Roll Junction",1,4.0
"Kathi Roll Wala",1,3.5
"Kathi Rolls And Snacks",1,4.1
"Kathi Rollwalaz",1,3.9
"Kathiawadi Ghughra",1,4.3
"Kathir Tastee Biriyani Centre",1,4.0
"Kathiyawadi Chatako",1,3.1
"Kathiyawadi Swaad",1,3.5
"Kathleen",1,4.3
"Kathleen Confectioners",1,4.3
"Kathmandu Chinese Food",1,4.0
"Kathmandu Momos",1,4.4
"Kati Roll Walla",1,3.6
"Katiyar Non-Veg",1,3.3
"Katiyar's Restaurant",1,3.4
"Kaushal Sweets",1,4.2
"Kaushal's Food Court",1,4.2
"Kaushar Bakery",1,4.0
"Kava Grill And Lounge - Fairfield By Marriott",1,4.2
"Kavelu",1,4.1
"Kaveri - Lalpur",1,4.0
"Kaveri Family Resturant",1,3.9
"Kaveri Kitchen",1,3.7
"Kaveri Mess",2,3.6
"Kaveri Mess",2,3.7
"Kaveri Restaurant",1,3.9
"Kaveri Snacks",1,4.0
"Kaveri Sweets",2,3.4
"Kaveri Sweets",2,3.4
"Kaveri's",2,4.0
"Kaveri's",2,4.1
"Kavi Homely Foods & Snacks",1,3.2
"Kaviya Madhi Unavagam",1,4.3
"Kavya Momos",1,3.9
"Kawa Cafe",1,4.1
"Kawabeen's",1,3.7
"Kay Cee",1,4.0
"Kayani Bakery",1,4.6
"Kays Jonty Fast Food",1,3.6
"Kays Lovely",1,4.1
"Kays Lovely Sweets",1,4.1
"Kazim's Kebab",1,3.7
"KB Chaat Wala",1,4.3
"Kbob's",1,3.6
"KBR Crispy Chicken",1,3.9
"KBR Roll & Rolls",1,4.1
"KBR Roll And Roll",1,4.2
"KBR-Roll And Rolls",1,3.9
"KB's Foods",1,4.0
"KBS Kofi Bar & Veg Restaurant",1,3.7
"KC Bakers",1,4.4
"KC Das",2,4.2
"KC Das",2,4.3
"KC Restaurant",2,4.0
"KC Restaurant",2,4.0
"KC Soup Bar",1,4.0
"KCB 8",1,3.3
"KCFC Ice & Spice",1,4.2
"Ke Kou & Hao Chi",1,3.7
"Kebab Dukkan",1,3.4
"Kebab Factory",1,4.0
"Kebab Junction",1,3.9
"Kebab King",1,4.0
"Kebab Knights",1,4.1
"Kebab Kompany",1,3.9
"Kebab Kulcha Kurries",1,4.5
"Kebab Se Curry Tak By Nicks Kitchen",1,3.4
"Kebab Story",1,4.3
"Kebab Xpress",1,4.0
"Kebabchi",3,3.8
"Kebabchi",3,4.0
"Kebabchi",3,4.1
"Kebabi",1,4.0
"Kebabii",1,3.6
"Kebabilal's",1,3.9
"Kebabilal's Family Restaurant",1,4.0
"Kebabistaan",1,3.7
"Kebabs & Biryanis",1,4.0
"Kebabs & Curries",1,4.4
"Kebabs & Curries Company",2,4.1
"Kebabs & Curries Company",2,4.2
"Kebabs & Curry",1,3.8
"Kebabs & Kurries",1,3.3
"Kebabs & Parathas",1,4.0
"Kebabs & Rotis",1,4.2
"Kechup Fast Food",1,4.3
"Kediyoor Confectionery",2,3.7
"Kediyoor Confectionery",2,4.1
"Kediyoor's Pizza",2,4.0
"Kediyoor's Pizza",2,4.2
"Kef Cafe",1,3.7
"Keifer",1,3.4
"Keiko Ultra Lounge",1,3.2
"Kek Bakers",1,4.2
"Kekiz",1,4.2
"Kekiz Cake Shop",1,3.6
"Kekiz The Cake Shop",4,3.6
"Kekiz The Cake Shop",4,4.1
"Kekiz The Cake Shop",4,4.2
"Kekiz The Cake Shop",4,4.2
"Keklo",1,3.3
"Keku",1,3.9
"Keku 3",1,3.8
"Keku Da Dhaba",1,3.7
"Kela Patta",1,4.1
"Kelvin Scale Natural Ice Cream & Waffles",1,4.1
"Kenny's Kitchen",1,3.9
"Keno",1,3.2
"Kent's Fast Food",1,4.4
"Kerala Bhavan Family Restaurant",1,3.7
"Kerala Biryani Hut",1,4.1
"Kerala Cafe",3,3.7
"Kerala Cafe",3,4.0
"Kerala Cafe",3,4.3
"Kerala Coastal Restaurant",1,4.1
"Kerala Food Corner",1,3.9
"Kerala Hotel And Fast Food",1,4.1
"Kerala House",1,3.9
"Kerala House Family Restaurant",1,4.0
"Kerala Kitchen",2,3.9
"Kerala Kitchen",2,3.9
"Kerala Mess",2,3.5
"Kerala Mess",2,4.1
"Kerala Palace",1,4.2
"Kerala Restaurant",1,3.7
"Keramathu Aduppankarai",1,4.0
"Keri Beri",1,3.8
"Kesar",1,4.1
"Kesar Da Dhaba",2,3.2
"Kesar Da Dhaba",2,4.0
"Kesar Dhaba Restaurant",1,4.2
"Kesar Pizza & Dosa Corner",1,4.3
"Kesar Punjabi Dhaba",1,4.0
"Kesar Shree Restaurant",1,4.0
"Kesar Sweets",2,4.3
"Kesar Sweets",2,4.4
"Kesar The Restaurant",1,4.0
"Kesariya Thaal",1,4.1
"Kesarwani Chat And South Indian Corner",1,4.0
"Kesarwani Chat Bhandar And Fast Food",1,3.9
"Kesarwani Dosa",1,4.1
"Kesarwani Dosa Corner",1,4.2
"Kesas",1,3.9
"Kesav Da Dhaba",1,4.1
"Keshar Shree Bhojnalay",1,3.5
"Keshari Chat Corner",1,4.1
"Keshari Fast Food",1,3.4
"Keshari Garnish",1,3.7
"Kesharwani Samosa Center",1,4.4
"Keshav Cake and Bakery",1,4.1
"Keshav Reddy Sweets",1,4.1
"Kessel Tee",1,3.2
"Ketana",1,4.4
"Ketley",1,4.1
"Keto Nation",1,3.6
"Kettle Garam",2,3.9
"Kettle Garam",2,4.3
"Kettle Kalls",1,4.0
"Kettle The Cafe",1,3.8
"Keventers - Milkshakes & Desserts",33,3.6
"Keventers - Milkshakes & Desserts",33,3.7
"Keventers - Milkshakes & Desserts",33,3.7
"Keventers - Milkshakes & Desserts",33,3.7
"Keventers - Milkshakes & Desserts",33,3.9
"Keventers - Milkshakes & Desserts",33,3.9
"Keventers - Milkshakes & Desserts",33,4.0
"Keventers - Milkshakes & Desserts",33,4.0
"Keventers - Milkshakes & Desserts",33,4.0
"Keventers - Milkshakes & Desserts",33,4.1
"Keventers - Milkshakes & Desserts",33,4.2
"Keventers - Milkshakes & Desserts",33,4.2
"Keventers - Milkshakes & Desserts",33,4.2
"Keventers - Milkshakes & Desserts",33,4.2
"Keventers - Milkshakes & Desserts",33,4.2
"Keventers - Milkshakes & Desserts",33,4.2
"Keventers - Milkshakes & Desserts",33,4.2
"Keventers - Milkshakes & Desserts",33,4.2
"Keventers - Milkshakes & Desserts",33,4.2
"Keventers - Milkshakes & Desserts",33,4.3
"Keventers - Milkshakes & Desserts",33,4.3
"Keventers - Milkshakes & Desserts",33,4.3
"Keventers - Milkshakes & Desserts",33,4.3
"Keventers - Milkshakes & Desserts",33,4.3
"Keventers - Milkshakes & Desserts",33,4.3
"Keventers - Milkshakes & Desserts",33,4.3
"Keventers - Milkshakes & Desserts",33,4.3
"Keventers - Milkshakes & Desserts",33,4.3
"Keventers - Milkshakes & Desserts",33,4.4
"Keventers - Milkshakes & Desserts",33,4.4
"Keventers - Milkshakes & Desserts",33,4.4
"Keventers - Milkshakes & Desserts",33,4.4
"Keventers - Milkshakes & Desserts",33,4.7
"Keventers Ice Cream",9,3.7
"Keventers Ice Cream",9,3.7
"Keventers Ice Cream",9,4.0
"Keventers Ice Cream",9,4.1
"Keventers Ice Cream",9,4.2
"Keventers Ice Cream",9,4.2
"Keventers Ice Cream",9,4.2
"Keventers Ice Cream",9,4.3
"Keventers Ice Cream",9,4.4
"Kev's Cafe",1,4.0
"Keyansh Sigdi Dosa",1,4.3
"Keyars Food",1,4.0
"Keyar's Food Multi Cuisine",1,3.9
"KFC",52,3.7
"KFC",52,3.7
"KFC",52,3.7
"KFC",52,3.7
"KFC",52,3.7
"KFC",52,3.7
"KFC",52,3.8
"KFC",52,3.8
"KFC",52,3.8
"KFC",52,3.9
"KFC",52,3.9
"KFC",52,4.0
"KFC",52,4.0
"KFC",52,4.0
"KFC",52,4.0
"KFC",52,4.0
"KFC",52,4.0
"KFC",52,4.0
"KFC",52,4.0
"KFC",52,4.0
"KFC",52,4.0
"KFC",52,4.0
"KFC",52,4.0
"KFC",52,4.0
"KFC",52,4.0
"KFC",52,4.0
"KFC",52,4.1
"KFC",52,4.1
"KFC",52,4.1
"KFC",52,4.1
"KFC",52,4.1
"KFC",52,4.1
"KFC",52,4.1
"KFC",52,4.1
"KFC",52,4.1
"KFC",52,4.1
"KFC",52,4.1
"KFC",52,4.1
"KFC",52,4.1
"KFC",52,4.2
"KFC",52,4.2
"KFC",52,4.2
"KFC",52,4.2
"KFC",52,4.2
"KFC",52,4.2
"KFC",52,4.3
"KFC",52,4.3
"KFC",52,4.3
"KFC",52,4.3
"KFC",52,4.3
"KFC",52,4.3
"KFC",52,4.3
"KFC 24/7",1,3.2
"KFK Bar-B-Que Fish-N-Chips",1,4.0
"KGF - King Of Good Food",1,3.7
"KGF Food Truck",1,4.0
"KGF Pizza Point",1,3.2
"KGF Restro",1,3.7
"Kgn Biriyani And Non Veg Restaurant",1,4.3
"KGN Chicken Biryani",1,3.4
"KGN Chicken Corner & Biryani Center",1,3.4
"KGN Chinese Center",1,3.8
"KGS Meals & Deals",1,4.0
"Kha Lo",1,3.9
"Khaana Ghar ka",1,3.3
"Khaana Khazana",2,3.9
"Khaana Khazana",2,4.4
"Khaanpaan",1,3.8
"Khaas Bagh",1,4.2
"Khadadi",1,4.3
"Khadak Singh Da Dhaba",4,4.0
"Khadak Singh Da Dhaba",4,4.1
"Khadak Singh Da Dhaba",4,4.2
"Khadak Singh Da Dhaba",4,4.2
"Khaddo Roshik",1,4.0
"Khairnar Jilebiwale",1,4.6
"Khalilya Hotel",1,4.7
"Khallad Musli",1,4.4
"Khalo Pilo",1,3.6
"Khalsa Amritsari Kulche Wala",1,4.2
"Khalsa Confectionery",1,4.3
"Khalsa Dhaba",1,4.3
"Khalsa G Kitchen",1,3.1
"Khalsa Hotel",2,4.1
"Khalsa Hotel",2,4.2
"Khalsa Ice Cream",1,3.6
"Khalsa Ji Paratha Wala",1,3.5
"Khalsa Kitchen",2,3.4
"Khalsa Kitchen",2,4.0
"Khalsa Kulcha Land",1,4.1
"Khalsa Misthan Bhandar",1,3.7
"Khalsa Pure Veg",1,3.7
"Khalsa Restaurant",1,4.0
"Khalsa Tikki And Fast Food",1,3.4
"Khalsa Veg Hub",1,3.6
"Khamaz Biryani",1,4.1
"Khamma Gani Sa",1,3.9
"Khamma Ghani Restaurant",1,4.1
"Khan Baba",1,3.0
"Khan Biryani Restaurant",1,3.7
"Khan Chacha",2,4.2
"Khan Chacha",2,4.2
"Khan Darbar Biryani",1,3.3
"Khan E Khas Restaurant & Catering Service",1,4.1
"Khan Fried Palace",1,4.3
"Khan Rajma Chawal & Biryani Point",1,4.2
"Khan Sahab",1,4.3
"Khan Sahab Xpress",1,4.0
"Khan Saheb Grills And Rolls",1,4.3
"Khan Saheb The Great",1,3.7
"Khan Shama Dhaba",2,3.5
"Khan Shama Dhaba",2,3.9
"Khan Zaika",1,3.4
"Khana Adda",1,3.8
"Khana Badosh",1,3.7
"Khana Drama",1,3.9
"Khana Khajana",5,3.4
"Khana Khajana",5,3.7
"Khana Khajana",5,3.8
"Khana Khajana",5,4.2
"Khana Khajana",5,4.2
"Khana Khazaana",1,3.4
"Khana Khazana",18,2.8
"Khana Khazana",18,3.5
"Khana Khazana",18,3.6
"Khana Khazana",18,3.6
"Khana Khazana",18,3.6
"Khana Khazana",18,3.6
"Khana Khazana",18,3.7
"Khana Khazana",18,3.8
"Khana Khazana",18,3.9
"Khana Khazana",18,3.9
"Khana Khazana",18,3.9
"Khana Khazana",18,4.0
"Khana Khazana",18,4.0
"Khana Khazana",18,4.0
"Khana Khazana",18,4.1
"Khana Khazana",18,4.1
"Khana Khazana",18,4.1
"Khana Khazana",18,4.2
"Khana Khazana Family Resturant",1,4.0
"Khana Khazana Junction",1,4.0
"Khana Khazana Restaurant",1,3.9
"Khana Khazana Restaurant & Cafe",1,4.2
"Khanabadosh",1,4.0
"Khandani Pakode Wala",1,3.7
"Khandelwal Bakers",1,4.0
"Khandelwal Dhaba",2,3.7
"Khandelwal Dhaba",2,4.1
"Khandelwal Dhaba & Bhojnalaya",1,3.4
"Khandelwal Dhabewalas",1,4.1
"Khandelwal Mishthan Bhandar",1,4.4
"Khandelwal Pavitra Bhojanalaya",1,3.9
"Khandelwal Pavitra Bhojnalaya",3,3.9
"Khandelwal Pavitra Bhojnalaya",3,4.0
"Khandelwal Pavitra Bhojnalaya",3,4.1
"Khandelwal Sweets",1,3.9
"Khandesh Pure Veg Restaurant",1,3.4
"Khandesh Veg",1,4.2
"Khandeshi Bhojanalay",1,4.4
"Khandeshi Chicken Mutton Mejwani",1,4.0
"Khandeshi Jalgaon",1,3.6
"Khandeshi Spice",1,3.7
"Khandeshi Tadka",1,3.6
"Khandoli Nitin's Canteen",2,4.2
"Khandoli Nitin's Canteen",2,4.3
"Khanduri Family Restaurant And Fast Food Center Veg & Non Veg",1,3.6
"Khane Khas",1,4.2
"Khan's Family Restaurant",1,3.6
"Khansama",1,3.5
"Khansamah's- House of Biryani",1,4.1
"Khao Gully",1,3.6
"Khao Kitchen",1,4.0
"Khao Piyo",1,4.0
"Khao Piyo @151",1,3.6
"Khao Piyo Moj Lo",1,4.0
"Khapsa House",1,4.1
"Kharagpur Foods",1,4.3
"Kharagpur Social Cafe And Restaurant",1,3.8
"Kharbanda's Bakers",1,3.6
"Khari Cafe Santosh Bakers",1,3.9
"Khatana Dairy & Sweets",1,3.9
"Khatoos Fast Food",1,3.8
"Khatri Bandhu Pot Ice Cream",1,4.1
"Khatri Bandhu Pot Ice Cream & Mastani",1,3.5
"Khatri Bandhu Pot Ice Cream and Mastani",1,4.0
"Khatri Restaurant",1,4.0
"Khatri Shahi Namkeen",1,4.1
"Khatri-G Veg Chaap",1,4.0
"Khau Galli",2,4.0
"Khau Galli",2,4.0
"Kheer Khazana",1,3.3
"Kheteshwar Sweet & Farsan",1,4.1
"Kheteshwar Sweet & Farsan Mart",1,4.0
"Khichadiwala",1,4.3
"Khichdi - By Birbal",1,4.0
"Khichdi Central",2,3.6
"Khichdi Central",2,3.9
"Khichdi Etc",2,4.0
"Khichdi Etc",2,4.2
"Khichdi Express",2,3.7
"Khichdi Express",2,3.9
"Khichdi Hub",1,4.2
"Khichdi In Handi",1,3.8
"Khichdi Kahani",2,3.0
"Khichdi Kahani",2,4.0
"Khichdi Khichri",1,3.9
"Khichdi King",2,3.7
"Khichdi King",2,3.9
"Khichdi Kompany",1,2.9
"Khichdi Mania",1,4.0
"Khichdi Nation",1,4.2
"Khichdi Samrat",1,3.9
"Khichdi Story",1,3.9
"Khichdi@99",1,4.3
"Khichdis",1,3.5
"Khidki Vada",1,4.3
"Khirki Wala",1,4.2
"Khodiyar Dining Hall & Caterers",1,4.3
"Khokha",1,4.2
"Kholani's",1,4.3
"Khopcha Restaurant",1,4.2
"Khopche",1,3.7
"KhuchMuch",1,3.2
"Khuraha's Bakers Zone",1,4.1
"Khurak",1,3.9
"Khurana BAKERS & GIFT SHOP",1,4.4
"Khurana Ka Khana - K3",1,3.7
"Khurana's Chaat and Shakes",1,3.5
"Khursheed Biryani Hotel",1,4.2
"Khusboo Restaurant",1,4.1
"Khushamadeed Restaurant",1,4.0
"Khushboo Bakery Shop",1,3.5
"Khushboo Fast Food",1,3.5
"Khushboo Ki Rasoi",1,3.9
"Khushboo Pure Veg",1,4.0
"Khushi Bhojnalya",1,4.1
"Khushi Family Restaurant",1,4.2
"Khushi Fast Food",4,3.9
"Khushi Fast Food",4,3.9
"Khushi Fast Food",4,4.0
"Khushi Fast Food",4,4.0
"Khushi Ki Thali",1,4.1
"Khushi Kitchen",1,4.2
"Khushi Punjabi Restaurant",1,3.2
"Khushi Ram & Sons",1,4.0
"Khushnuma Chocolates",1,3.8
"Khwaish",1,3.3
"Khyati's Kitchen",1,4.1
"Khyber Restaurant",1,4.1
"Ki & Ka",1,3.8
"Kia's Cafe - Delicious Korean",1,4.0
"Kiki's Cafe",1,3.3
"Kikki's Cafe",1,4.0
"Kilo Handi Biryani",1,4.0
"Kilos",1,3.8
"Kim Ling",1,4.3
"Kim Mohan's Restaurant & Cafe",1,4.0
"Kimli",1,4.2
"Kimling",1,4.3
"Kimmo’s Kitchen",1,4.1
"Kinaara - The Cafe",1,3.7
"Kinara Grand",1,4.1
"King And Queen",1,3.4
"King Bakeries",1,3.9
"King Bakers",1,3.7
"King Biryani",1,3.8
"King Chilli Chindian Fusion",1,4.0
"King Cuisine Car",1,3.8
"King Ghouse Restaurant",1,4.3
"King Ji Malai Chaap Restaurant",1,3.8
"King Khaja Beef Mandi House",1,4.2
"King Khaja Hotel",1,4.4
"King Kitchen",1,3.9
"King Kulcha",1,3.5
"King Kulfi",1,4.3
"King Malai Champ",1,4.0
"King Momos Center",1,4.3
"King Of Biryani",1,3.4
"King Of Burger",1,3.6
"King of Burgers",1,3.6
"King Of Pure Veg Khichdi",1,3.6
"King Of Spice Cafe & Restaurant",1,3.1
"King Of Spices",1,3.1
"King Of Subs",1,3.9
"King Of Two Times",1,4.0
"King Omelette",1,4.1
"King Omlet",1,4.0
"King Punjabi Restaurant",1,4.0
"King Restaurant",1,3.7
"King Sandwich",1,4.0
"King Shawarma",2,4.0
"King Shawarma",2,4.0
"King Shawarma Xpress",1,4.1
"King Tandoori",1,4.0
"Kingdom Chinese Fast Foods",1,3.5
"Kingdom Fast Foods",1,4.1
"Kingdom Of Momos",5,3.8
"Kingdom Of Momos",5,3.9
"Kingdom Of Momos",5,4.1
"Kingdom Of Momos",5,4.1
"Kingdom Of Momos",5,4.3
"Kingdom Of Momos - Miglani Cinema",1,3.5
"Kingdoms Pizza",1,3.8
"Kings",1,3.5
"King's Chic",1,4.0
"Kings Chiken Corner",1,3.3
"King's Chinese Point",2,4.0
"King's Chinese Point",2,4.0
"Kings Chinese Restaurant",1,4.2
"King's Corner",1,4.0
"King's Cuisine",1,4.2
"Kings Food Garage",1,4.3
"Kings Kitchen",2,4.0
"Kings Kitchen",2,4.0
"King's Kraft Multicuisine Restaurant",1,4.3
"Kings Kulfi",2,4.3
"Kings Kulfi",2,4.4
"Kings Kulfi And Icecreams",1,4.5
"Kings Kunafa",1,4.4
"Kings Mezbaan Restaurant",1,3.8
"Kings Of Noodles",1,3.8
"Kings Paan",1,4.4
"King's Palace",1,3.7
"King's Palace Bar & Restaurant",1,4.0
"Kings Pizza",1,3.6
"King's Pizza",1,4.1
"Kings Pizza And Burger",1,3.9
"King's Pizza Factory",1,4.1
"Kings Restaurant",1,3.6
"Kings Restro",1,4.0
"Kings Restro & Cafe",1,4.1
"Kings Snack Bar",1,4.0
"Kings Spoon - Bhawna Clarks Inn",1,3.6
"King's Tandoori Chaap",1,4.1
"King's Tandoori Food",1,3.5
"King's Vegetarian",1,3.6
"Kingsway Hotel - Grand Duke",1,3.5
"Kinjal Dining Hall",1,4.0
"Kinkini Homemade Food",1,3.4
"Kiosk Kaffee",4,4.0
"Kiosk Kaffee",4,4.0
"Kiosk Kaffee",4,4.0
"Kiosk Kaffee",4,4.3
"Kippis Cafe",1,3.8
"Kippis Cakes",1,3.2
"Kipps Shyam Lal Bishambar Nath",1,4.2
"Kipps Sweets",1,3.9
"Kipps Sweets & Bakery",1,4.3
"Kiran Live Puff & Cake",1,3.5
"Kiranshree Sweets",1,4.1
"Kiranshree Sweets & Snacks",1,4.3
"Kirat Sweets",1,3.7
"Kirpal Dhaba",1,4.4
"Kirti Kitchen",1,3.8
"Kirti Mahal Express",1,4.2
"Kirti Mahal Legacy",1,4.2
"Kishi A Bakery World",1,4.0
"Kishor Rollwala",1,3.8
"Kishorbhai Ragdawala",1,4.1
"Kiskey Whiskey",1,4.2
"Kismoor Sangolda",1,3.7
"Kit Cake Bakery",1,3.9
"Kitchen",1,4.4
"Kitchen 11",2,3.1
"Kitchen 11",2,3.9
"Kitchen 165",1,4.1
"Kitchen 1970's",1,3.8
"Kitchen 22",1,4.0
"Kitchen 29",1,4.0
"Kitchen 365",1,3.2
"Kitchen 369",1,4.0
"Kitchen 54",1,4.3
"Kitchen 99",1,3.9
"Kitchen Age Eatery",1,3.8
"Kitchen Corner",1,3.6
"Kitchen Garage",1,4.2
"Kitchen Garden By Suzette",1,4.3
"Kitchen Handi",1,3.6
"Kitchen Hub",1,4.3
"Kitchen In The Clouds",1,3.6
"Kitchen King",1,3.3
"Kitchen King's",1,3.7
"Kitchen Kraft",1,3.9
"Kitchen Masala",1,3.5
"Kitchen Nil's",1,4.5
"Kitchen Of The North",1,3.3
"Kitchen Of Tribute",1,4.1
"Kitchen On",1,3.9
"Kitchen Pot",1,3.7
"Kitchen Sensation",1,3.6
"Kitchen Shutki",1,4.1
"Kitchen Stories",1,4.0
"Kitchen Stories Family Restaurant",1,3.8
"Kitchen Teja's",1,3.9
"Kitchen Villa",1,3.4
"Kitchen22",1,4.3
"Kitchen365 Fine Dine",1,4.1
"Kitchenwala",1,4.1
"Kites Pure Veg Multi Cuisine Restaurant",1,4.0
"Kitrakuisine",1,3.8
"Kitty Pizza Cafe",1,3.4
"Kitu Da Dhaba",1,3.7
"Kiwi Ice Creams",1,4.6
"Kiwi Kisan Window",1,4.4
"Kiza Kitchen",1,3.9
"KJF Fresh Food Hub",1,4.2
"KK Baker's",1,3.2
"KK Food Hub",1,4.1
"KK Konar Hotel & Catering",1,3.7
"KK Live Puff And Restaurant",1,3.8
"KK Pakodiwala",1,4.0
"KK Snacks",1,4.0
"KKC - Kolkata Kebab Company",1,4.0
"KKG",1,3.7
"KKR’s Royal Grand",1,4.1
"Kks Vivanta Family Restaurent",1,3.8
"KL 11 Cafe",1,4.2
"KLAP",1,3.9
"Klassic Restaurant",1,3.8
"KLG Tiffin Center",1,4.0
"Kloud Kitchen by FlashBack",1,3.7
"Klub F5",1,4.1
"Kluster Kafe",1,4.1
"KMB Cake Studio",1,4.3
"KMS Hakkim",1,3.7
"KMS Hakkim Kalyana Biriyani",1,4.0
"KMS Hakkim Kalyana Biriyani Restaurant",1,4.0
"Knight Bite",1,3.6
"KNS",1,4.0
"Ko Ko Biryani Point",1,4.0
"Koality Sweets & Snacks",1,4.4
"Kobe Sizzlers",2,4.3
"Kobe Sizzlers",2,4.3
"Kochar Chat & Juices",1,3.7
"Kochi Express",1,4.1
"Kochi Kalapata",1,4.0
"Kofe Radisson Blu",1,3.6
"Koffee King",1,3.7
"Koffee N Krust",1,4.0
"Koffee With Kitab",1,3.9
"Kohinoor Biryani",1,3.9
"Kohinoor Darbar",1,3.7
"Kohinoor Restaurant",1,4.4
"Kohinur",1,4.3
"Kohli Dhaba",1,3.4
"Kohli Patiala Shahi Chaap",1,4.0
"Kohli Sweets",1,4.1
"Kohli's",1,4.1
"Koi - The Asian Kitchen",1,4.1
"KOI All Day Cafe",1,3.8
"Kokkarako Biriyani And Fast Food",1,3.7
"Kokkarako Biryani And Fast Food",1,4.0
"Kokni Darbar",1,4.0
"Kokni Kanteen",1,4.0
"Koko Egg Point",1,4.0
"Kokomojo",1,3.9
"Kokonut Lagoon",1,4.0
"Kokro Kooo In KGS",2,3.4
"Kokro Kooo In KGS",2,3.4
"Kola Pasi",1,4.2
"Kolapasi Fast Food Centre",1,4.1
"Kolhapur Dining",1,3.4
"Kolhapuri Tadka",1,4.1
"Koliwada Chicken Fish Fry & Chinese Corner",1,3.9
"Kolkata Aalishan Biryani",1,4.0
"Kolkata Alishan Biryani",2,3.9
"Kolkata Alishan Biryani",2,4.1
"Kolkata Arsalan Biryani",1,4.1
"Kolkata Ashirwad Biryani",1,3.8
"Kolkata Bakery",1,3.8
"Kolkata Biryani",5,3.6
"Kolkata Biryani",5,3.7
"Kolkata Biryani",5,3.8
"Kolkata Biryani",5,4.0
"Kolkata Biryani",5,4.2
"Kolkata Biryani And Fast Food Corner",1,3.7
"Kolkata Biryani House",3,3.2
"Kolkata Biryani House",3,3.9
"Kolkata Biryani House",3,4.2
"Kolkata Chaat",1,4.0
"Kolkata Chat",1,3.9
"Kolkata Chole Bhature",1,4.0
"Kolkata Dada Boudi Biryani",1,4.0
"Kolkata Express Kathi Roll",1,4.1
"Kolkata Famous Kati Roll",3,4.1
"Kolkata Famous Kati Roll",3,4.1
"Kolkata Famous Kati Roll",3,4.3
"Kolkata Famous Kati Rolls",2,4.0
"Kolkata Famous Kati Rolls",2,4.1
"Kolkata Fast Food",1,4.1
"Kolkata Fried Chicken",2,4.0
"Kolkata Fried Chicken",2,4.2
"Kolkata Haji Biryani",3,3.6
"Kolkata Haji Biryani",3,3.9
"Kolkata Haji Biryani",3,3.9
"Kolkata Haji Biryani House",1,3.8
"Kolkata Hazi Biryani",1,4.4
"Kolkata Hazi Biryani House",1,3.7
