"restaurant_name","cnt","rating"
"Day Night Cafe 24/7",1,3.3
"Day Night Restaurant",1,4.3
"Day Night Store",1,3.5
"Day Night Vada Pav & Dabeli",1,4.1
"Day Night Vadapav & Dabeli",1,4.1
"Day One - The Premium Cake Boulevard",1,3.9
"Day To Day Restaurant",1,3.6
"Day To Day Snacks Corner",1,3.9
"Daya Nashta & Fastfood",1,4.1
"Daya Restaurant",1,4.2
"Daya Restaurant And Dining Hall",1,4.0
"Dayal Da Dhaba",1,3.8
"Dayal Food Villa",1,3.8
"Dayal Petis",1,4.3
"Dayal South Indian Corner",1,4.0
"Daydreamer Love Your Cup",1,3.9
"Dazy Sweets Corner",1,3.6
"Dazzling Shake Bar",1,3.6
"DB Chinese",1,3.8
"DB South Indian",1,4.0
"D'bake",1,4.4
"D'Bakers Home",1,4.1
"DD Suites Restaurant",1,3.7
"De Babu Bhai Cloud Kitchen",1,4.4
"De' Blue Door Cafe",1,4.0
"De Bluefin Seafood Restaurant",1,3.6
"De Brasserie Cafe & Bakery",1,4.2
"De Cafe Story",1,4.0
"De Cafe Studio",1,3.9
"De Coastal",1,3.2
"De Delicious Pizza",1,4.1
"De Food Professor Kitchen",1,4.0
"De Fried King",1,4.0
"De Globe Cafe",1,4.0
"De Italian Pizza Bakker's",1,4.2
"De Khana Khazana",1,3.6
"De Mithaiwala Babu Bhai",1,4.4
"De Mom's Kitchen",1,3.9
"De Paris",1,4.3
"De Paris Restaurant",1,4.1
"De Pizza Co",1,3.0
"De Rollz",1,4.2
"De Stress",1,3.3
"De Thali",3,3.9
"De Thali",3,4.0
"De Thali",3,4.1
"De Thali - Desi Meals & More",1,4.2
"Dea Thali Mess & Tiffin Center",1,3.1
"Deals On Meals",1,4.3
"Dear Biryani",1,3.5
"Dear Diary Pizza",1,2.7
"Dear Momo",1,4.0
"Dear Shoppy",1,4.1
"Debbie's Kitchen",1,4.0
"Deccan Bakers and Sweet House",1,4.1
"Deccan Bakery And Sweet",1,4.2
"Deccan Biryani",1,3.3
"Deccan Biryani Limited",1,2.9
"Deccan Elite",1,4.2
"Deccan Fried Chicken",1,4.3
"Deccan Pizza",1,3.3
"Decked Up By Garden Cafe",1,4.0
"Dee Lounge",1,3.0
"Dee Singh's Kitchen",1,4.1
"Deebee's Restaurant - Le Amor",1,4.3
"Deekshitha Fast Foods",1,3.5
"Deel Sons Bar N Restaurant",1,4.2
"Deen Biriyani",1,3.4
"Deen Biriyani Stall",1,4.1
"Deen Restaurant",1,4.2
"Deena Chat Bhandar",1,4.3
"Deenanath Lassi",1,4.3
"Deenanath Restaurant",1,4.0
"Deep Bakery",1,3.6
"Deep Chinese Momos",1,3.4
"Deep Corner",1,4.2
"Deep Punjabi Hotel",1,4.1
"Deep’s Restaurant",1,3.6
"Deepak Bakers",1,4.0
"Deepak Eat Fresh",1,4.4
"Deepak Juice & Fast Food",1,4.5
"Deepak Special Tea House",1,4.4
"Deepak Sweet House",1,4.1
"Deepak's Fast Food",1,3.8
"Deepa's Mess",1,4.4
"Deepee",1,4.2
"Deeprupa Restaurant",1,4.1
"Deep's Cake Shop",1,3.8
"Dee's Cookhaus",1,3.8
"Defence Bakery",1,4.4
"Degchi-By Mezbaan",1,4.1
"Degchi's Biryani Cafe",1,3.7
"Dehaat City",1,3.8
"Dehaati",1,4.2
"Dehat",1,4.2
"Dehati Restaurant",1,3.4
"Dehradun Social",1,4.1
"Deja Bowl",2,4.1
"Deja Bowl",2,4.3
"Deja Vu Lounge",1,3.4
"Deja Vu Restaurant",1,3.9
"Dekevas Express",1,4.3
"Delectable Delights - Sayaji Hotel",1,4.0
"Delhi 007",1,3.7
"Delhi 6",4,3.7
"Delhi 6",4,3.9
"Delhi 6",4,4.1
"Delhi 6",4,4.2
"Delhi ६ - By Jain Veg Corner",1,3.6
"Delhi 6 Chaat Wala",1,3.5
"Delhi 6 Pure Veg",1,3.7
"Delhi 6 Zaika",1,3.9
"Delhi Biryani Corner",1,4.0
"Delhi Biryani Hub",1,3.7
"Delhi Biryani Hut",3,3.7
"Delhi Biryani Hut",3,3.8
"Delhi Biryani Hut",3,3.8
"Delhi Cacies",1,3.2
"Delhi Chaap Corner",1,4.1
"Delhi Chaap Express",1,4.0
"Delhi Chaap Wala",1,4.0
"Delhi Chaap Wale",1,3.9
"Delhi Chaat",1,4.2
"Delhi Chat",1,3.1
"Delhi Chat Bhandar",1,3.5
"Delhi Chat House",1,4.0
"Delhi Chatka",1,4.2
"Delhi Chhatwale",1,3.9
"Delhi Chicken Point",1,4.0
"Delhi Chole Bhature",1,3.9
"Delhi Chole Kulche",1,3.9
"Delhi Darbar",6,3.3
"Delhi Darbar",6,3.9
"Delhi Darbar",6,4.1
"Delhi Darbar",6,4.1
"Delhi Darbar",6,4.1
"Delhi Darbar",6,4.1
"Delhi Darbar Chandni Chowk Chaat Tikki Wale",1,4.2
"Delhi Darbar Dhaba",1,3.7
"Delhi Darbar Food Delivery 24X7",1,3.9
"Delhi Darbar Restaurant",3,3.3
"Delhi Darbar Restaurant",3,3.8
"Delhi Darbar Restaurant",3,4.0
"Delhi Dastarkhwan Restaurant",1,3.7
"Delhi Dhaba",1,3.4
"Delhi Dosa Plaza",1,3.4
"Delhi Food Junction",1,4.1
"Delhi Grill",1,4.3
"Delhi Hammad Moradabadi & Hyderabadi Chicken Biryani",1,4.1
"Delhi Handi House",1,3.8
"Delhi Hotel",1,3.9
"Delhi Hut",1,4.1
"Delhi Ka Khana Khazana",1,3.3
"Delhi Ke Chole Bhature",1,4.0
"Delhi Ke Mashoor Nagpal’s Chole Bhature",1,4.1
"Delhi Ke Mashoor Nagpal's Chole Bhature",1,4.1
"Delhi Kitchen",1,3.3
"Delhi Kitchen Express",1,3.4
"Delhi Kitchen Veg & Non Veg",1,3.8
"Delhi Live Kitchen",1,4.1
"Delhi Malai Chaap",1,4.1
"Delhi Masala",1,3.6
"Delhi Mess",3,3.5
"Delhi Mess",3,4.1
"Delhi Mess",3,4.3
"Delhi Mithai Wala",1,4.4
"Delhi Mithaiwala",1,4.1
"Delhi Mughlai",1,3.5
"Delhi Mughlai Corner",1,4.0
"Delhi Punjabi Dhaba",1,3.5
"Delhi Restaurant & Chaat",1,4.0
"Delhi Shahi Biryani Cafe",1,4.1
"Delhi Special Chhole Bhature",1,4.0
"Delhi Special Paranthe Wali Gali",1,3.7
"Delhi Spice Roll Hut",1,4.3
"Delhi Streets",1,4.2
"Delhi Tandoori Chaap",1,4.0
"Delhi Veg Champ",1,3.5
"Delhi Wala Zaika",1,4.3
"Delhi Wraps N Momos",1,4.0
"Delhi Zaika",4,2.9
"Delhi Zaika",4,3.2
"Delhi Zaika",4,3.6
"Delhi Zaika",4,3.7
"Delhi Zaika Kathi Rolls",1,4.2
"Delhi Zayka Restaurant",1,3.6
"Delhi's Chole Kulche",1,4.0
"Delhiwala Sweet House",1,4.1
"Deli Bakes And Grill",1,4.0
"Deli Bread",1,4.1
"Deli Cafe - Empires Hotel",1,4.3
"Deli FC",1,4.0
"Delicacy",1,4.1
"Deliciae By Bunty Mahajan",1,4.5
"Delicious",1,3.7
"Delicious 29 Pizza",1,4.2
"Delicious Bakery",1,3.5
"Delicious Bites",1,3.4
"Delicious Cake Corner",1,3.6
"Delicious China Hut",1,3.6
"Delicious Chocolates",1,4.0
"Delicious Deli - The Gourmet Home Kitchen",1,4.0
"Delicious Fast Food",1,3.8
"Delicious Food Planet",1,3.6
"Delicious Frankie And Vadapav",1,3.6
"Delicious Pav Bhaji",1,4.1
"Delicious Pizza",3,4.0
"Delicious Pizza",3,4.1
"Delicious Pizza",3,4.2
"Delicious Pizza & Multi Cuisine Restaurant",1,4.1
"Delicious Punjabees Food",1,3.2
"Delicious Restaurant",3,3.6
"Delicious Restaurant",3,3.7
"Delicious Restaurant",3,4.1
"Delight",1,4.0
"Delight Bakers",1,3.7
"Delight Cake Baker’s",1,3.9
"Delight Cake Treat",1,4.4
"Delight Delicious",1,4.3
"Delight Kitchen",1,4.1
"Delight Pastry Shop",1,4.3
"Delight Pizza",2,2.9
"Delight Pizza",2,4.0
"Delight Scoops",1,3.1
"Delights by INOX",22,2.6
"Delights by INOX",22,2.6
"Delights by INOX",22,2.8
"Delights by INOX",22,3.1
"Delights by INOX",22,3.3
"Delights by INOX",22,3.3
"Delights by INOX",22,3.4
"Delights by INOX",22,3.4
"Delights by INOX",22,3.5
"Delights by INOX",22,3.5
"Delights by INOX",22,3.8
"Delights by INOX",22,3.8
"Delights by INOX",22,3.9
"Delights by INOX",22,3.9
"Delights by INOX",22,3.9
"Delights by INOX",22,4.0
"Delights by INOX",22,4.0
"Delights by INOX",22,4.0
"Delights by INOX",22,4.0
"Delights by INOX",22,4.3
"Delights by INOX",22,4.3
"Delights by INOX",22,4.5
"Delights Cool Point",1,4.3
"Delish By Home's Kitchen",1,4.2
"Delisha Biryani House",1,3.6
"Delisia- A Unit Of Hotel Myriad",1,4.1
"Deliure & The Eatrium",1,4.2
"Deliver My Diet",1,4.3
"Deliver My Ice-Cream",1,4.5
"Della Citta Pizza",1,3.9
"Delli Belly",1,4.0
"Delly Belly",2,4.0
"Delly Belly",2,4.1
"Delta Suites",1,4.1
"Delux Bakery",1,3.8
"Delux Ice Cream",1,4.4
"Deluxe Bakery",1,3.4
"Deluxe Dhaba",1,4.1
"Deluxe Dosa House",1,3.7
"Deluxe Pizza",1,3.9
"Deluxe Restaurant",1,4.0
"Deluxe Unique Bakers",1,3.5
"Den",1,3.8
"Den Snooker by Kaffe Inn",1,3.6
"Denmarrk Drive-Inn Restaurant",1,4.2
"Den's Pizza",1,3.5
"Denzong Delight",1,3.9
"Denzong Kitchen",1,3.8
"Desert Lotus Restaurant",1,3.1
"Desh Pardes - By Shahi Darbar",1,3.6
"Deshi & English Pizza Theka",1,3.4
"Deshi Tadka Ghar Ka Swad",1,4.0
"Deshi Videshi - Unit Of Marga Rita Cafe",1,4.3
"Deshmukh Paratha House",1,4.1
"Desi Aa Italiano",1,3.6
"Desi Addicts",1,4.1
"Desi And Tasty",1,4.4
"Desi Baniye",1,3.5
"Desi Bite",1,3.9
"Desi Bites",3,3.7
"Desi Bites",3,4.0
"Desi Bites",3,4.0
"Desi Box",2,3.9
"Desi Box",2,4.0
"Desi Cafe",1,3.6
"Desi Chatkara",1,4.3
"Desi Chatore",1,4.0
"Desi Chinese",1,2.9
"Desi Chinese Pure Veg",1,4.3
"Desi Chulha",2,3.3
"Desi Chulha",2,3.6
"Desi Chulha Rabri Wala",1,3.8
"Desi Chulhaa",1,4.1
"Desi Dhaba - No Onion No Garlic",1,4.0
"Desi Dhaba By Express Kitchen",1,4.1
"Desi Eat Verse",1,3.4
"Desi Eatery 149",1,4.0
"Desi Express",1,4.5
"Desi Firangee",1,3.2
"Desi Firangi",1,3.7
"Desi Food Adda",1,3.6
"Desi Foodie",1,4.0
"Desi Ghee Express",1,4.0
"Desi Grill",1,3.7
"Desi Handi",1,3.4
"Desi Handi Wala",1,4.3
"Desi Hub",1,4.0
"Desi Kitchen",4,3.6
"Desi Kitchen",4,3.9
"Desi Kitchen",4,4.0
"Desi Kitchen",4,4.1
"Desi Kitchen Biryani & Kababs",1,3.7
"Desi Kitchen Family Restaurant",1,4.0
"Desi Kitchen Tiffins",1,4.0
"Desi Lane",1,3.9
"Desi Licious",1,4.3
"Desi Masala",2,3.8
"Desi Masala",2,4.0
"Desi Mojo",1,4.0
"Desi Momo",1,3.7
"Desi Mood Restaurant",1,3.0
"Desi Oven",1,3.6
"Desi Pakwaan",1,4.0
"Desi Palace",1,3.8
"Desi Palette",1,4.0
"Desi Paranthe Aur Chai",1,4.2
"Desi Pizza Co. & Bakery",1,4.3
"Desi Rasoi",1,4.0
"Desi Shakes",1,4.0
"Desi Streat",1,4.3
"Desi Street Restaurant And Cafe",1,4.6
"Desi Swaad",2,3.7
"Desi Swaad",2,3.8
"Desi Swaad Family Restaurant",1,3.6
"Desi Tadka",7,2.7
"Desi Tadka",7,3.4
"Desi Tadka",7,3.5
"Desi Tadka",7,3.8
"Desi Tadka",7,3.9
"Desi Tadka",7,4.1
"Desi Tadka",7,4.2
"Desi Tadka Jain Restaurant",1,4.2
"Desi Tadka Restaurant",1,3.7
"Desi Thaat",1,3.9
"Desi Thad",1,3.5
"Desi Thali",1,3.4
"Desi Thath Dhaba",1,4.0
"Desi Twist",1,4.4
"Desi UP - 53 Restaurant",1,3.5
"Desi Urban Chai",2,4.1
"Desi Urban Chai",2,4.4
"Desi Vibes",1,3.4
"Desi Videshi Cafe",1,3.9
"Desi Videsi",1,4.0
"Desire Bakers",1,3.9
"Desire Instant Chai, Maza Aajaye !",1,4.1
"Dessert Addiction",1,3.8
"Dessert Cloud",1,4.4
"Dessert Dash",1,3.9
"Dessert Forest",1,4.6
"Dessert House",1,3.3
"Dessert Station",1,3.7
"Dessert Villa",2,3.9
"Dessert Villa",2,4.2
"Dessertino",1,4.0
"Dessertino Shakes",1,3.9
"Dessertino Shakes And More",1,4.3
"Desserts & More",2,3.8
"Desserts & More",2,4.2
"Desserts Bar",1,3.2
"Dessert's Biryani",1,3.4
"Desserts By Pihu",1,4.5
"Dessert's King",1,4.1
"Dessert's World",1,4.0
"Dessi Chilli",1,4.0
"Dessi Cuppa",5,3.6
"Dessi Cuppa",5,3.6
"Dessi Cuppa",5,3.9
"Dessi Cuppa",5,4.0
"Dessi Cuppa",5,4.0
"Dessi Dumplings",1,4.2
"Dessi Kitchen",1,4.2
"Destiny Cafe",2,3.3
"Destiny Cafe",2,4.0
"Dev Hotel",1,4.1
"Dev Raj Hotel",1,3.4
"Dev Raj Sohal Sweets Shop",1,4.0
"Dev Uncle Kitchen",1,4.1
"Dev Veg Champ",1,4.4
"Deva Food Mart",1,4.3
"Devanshee City Restaurant",1,3.7
"Devbhog Milk Parlour And Pizza Center",1,4.1
"Devdhani Faradi Center",1,4.3
"Devi Bhojnalya",1,3.7
"Devi Chicken Pakodi And Biryani Center",1,3.5
"Devi Ji Cafe And Snacks",1,4.1
"Devi Uphara",1,3.8
"Devil Food",1,3.3
"Deviram Food Circle",1,4.0
"Deviram Royal Restaurant",1,3.5
"Deviram Sweets",1,4.2
"Deviram Sweets & Food Plaza",1,4.3
"Deviram Sweets & Restaurant",1,4.2
"Devi's Coffee Bar",1,4.2
"Devki Restaurant",1,3.0
"Dev's Bakery",1,3.9
"Dexter's",1,3.9
"Deys Cafe",1,3.4
"DFC",1,3.1
"DFC Dada's Biryani",1,4.1
"DFC Momos & Stuffs",1,4.1
"Dhaba - Estd 1986 Delhi",4,4.0
"Dhaba - Estd 1986 Delhi",4,4.0
"Dhaba - Estd 1986 Delhi",4,4.1
"Dhaba - Estd 1986 Delhi",4,4.3
"Dhaba - The Claridges",1,4.0
"Dhaba 7",1,4.1
"Dhaba Bro",1,4.1
"Dhaba By Amber",1,4.2
"Dhaba By Amigos",1,4.1
"Dhaba Cafe",3,3.6
"Dhaba Cafe",3,4.0
"Dhaba Cafe",3,4.0
"Dhaba Curry",1,3.7
"Dhaba Delight",1,4.5
"Dhaba Express",1,4.0
"Dhaba Global",1,4.0
"Dhaba Junction",3,4.0
"Dhaba Junction",3,4.0
"Dhaba Junction",3,4.1
"Dhaba Mitran Da",1,3.6
"Dhaba Santa Banta Da",1,4.0
"Dhaba Senchuri",1,3.9
"Dhaba Shaba Veg Bistro",1,4.4
"Dhaba Singh",1,3.3
"Dhaba Station",1,4.1
"Dhading KTM",2,4.3
"Dhading KTM",2,4.3
"Dhairyam Restaurant",1,4.0
"Dhakad And Krishna Restaurant",1,3.8
"Dhakka Mukki",1,3.2
"Dhakka Mukki Eatery",5,3.4
"Dhakka Mukki Eatery",5,3.4
"Dhakka Mukki Eatery",5,3.5
"Dhakka Mukki Eatery",5,3.9
"Dhakka Mukki Eatery",5,4.0
"Dhakka Mukki Eatery- Worth Waiting",1,3.7
"Dhamaka Chicken",1,3.1
"Dhamal Pizza Point",1,3.9
"Dhamija's Kitchen",1,4.5
"Dhan Guru Ramdass Sweet Shop",1,4.3
"Dhanapakkiyam Unavagam",1,4.1
"Dhanbad Rasoi",1,3.6
"Dhani Kitchen",1,4.1
"Dhanlaxmi Idli Corner",1,4.1
"Dhanlucky Rice Bowls",1,4.1
"Dhanna Kachori",1,4.4
"Dhanna Kachori Vaishali",1,4.1
"Dhanna Kachori Wala",1,4.0
"Dhanyavad Foods",1,4.4
"Dharani Home Mades",1,3.7
"Dharmnandan Live Puff House",1,4.5
"Dharmnandan Puff House",2,3.8
"Dharmnandan Puff House",2,4.4
"Dhatri Food Court",1,3.5
"Dhauladhar Heights",1,4.0
"Dheen Biriyani Stall",1,3.9
"D'Hide In Cafe",1,4.1
"Dhinchak Dosa",1,3.8
"Dhindhora Fine Dine Restaurant",1,4.4
"Dhingra Fast Food",1,4.1
"Dhiraj Canteen",1,4.2
"Dhiraj Saoji Restaurant",1,3.6
"Dhirajlal D. Mithaiwala",1,4.4
"Dhiya Chat House",1,4.3
"Dhodha Sweets",1,3.8
"Dhodha Sweets Bakers",1,3.6
"Dhokla House Sweets And Namkeen",1,4.1
"Dhong Family Restaurant",1,4.0
"Dhorajiwala Sweets and Namkeen",1,4.2
"Dhruv Food Products",1,4.0
"Dhuaan",1,4.1
"Dhun Cafe And Restro",1,3.9
"Dhungaar The Indian Kitchen",1,4.4
"Dhyana Prakruthi Millets Kitchen",1,4.1
"Di Di Foods",1,4.4
"Dial Food",1,3.9
"Diamond Cake Bakery",1,4.0
"Diamond City Restaurant",1,4.0
"Diamond Crust Pizza And Burger",1,4.0
"Diamond Fisheries",1,4.0
"Diamond Food Lounge",1,3.6
"Diamond Foods",1,3.2
"Diamond Hotel",1,4.1
"Diamond Hotel & Restaurant",1,3.8
"Diamond Pizza",1,4.1
"Diamond Pizza Coffee",1,3.9
"Diamond Restaurant",1,4.0
"Diamond's Pizza",1,3.7
"Dibba The Homemade Goodness",1,4.1
"Dibiya Jee Chat Wale",1,4.0
"Dices Pizza",1,3.3
"Didi Homed Tiffin Services",1,3.9
"Didi Ko Momo",1,4.5
"Didi's Cakes",1,4.0
"Diesel Cafe",1,4.2
"Diet Cart",1,4.3
"Diet Dessert Co.",1,4.0
"Diet Dial",1,4.0
"Diet Engineers",1,4.1
"Diet Master",1,4.6
"Diet N Protein",1,3.7
"Diet O Bar",1,3.9
"Diet4Fit",1,4.2
"Dieto",1,3.5
"Diggin",1,4.3
"Dikshani Pure Veg Restaurant",1,3.1
"Dil - E - Mughlai",1,4.1
"Dil Dosti Chai",1,3.7
"Dil Ka Dabba",2,3.9
"Dil Ka Dabba",2,3.9
"Dil Mass",1,3.3
"Dil Punjabi",1,3.7
"Dil Punjabi Family Dhaba",1,4.4
"Dil Se",1,3.6
"Dil Se Desi",1,4.0
"Dil Se EatFit",1,4.0
"Dilbahar Pavbhaji",1,3.8
"Diler The Dhaba",1,3.2
"Dilip Dabeli",1,3.9
"Dilip Fast Food",1,3.8
"Dilip Hotel Veg & Non - Veg",1,3.5
"Dilip Hotel Veg & Non Veg",1,3.7
"Dilkhush Chinese Fast Food",1,4.1
"Dilkhush Dabeli & Nasta Center",1,3.3
"Dilkhush Dum Biryani",1,3.9
"Dilkhush Punjabi Restaurant",1,4.0
"Dilkush Punjabi Dhaba",1,3.5
"Dilkush Punjabi Food Express",1,4.2
"Dilli 56",1,4.0
"Dilli 6",1,3.7
"Dilli Bakehouse By Bangla Sweet House",1,4.0
"Dilli Da Roll",1,4.2
"Dilli Da Swaad",1,4.0
"Dilli Darbaar",1,4.2
"Dilli Darbar",1,4.0
"Dilli Darbar Family Restaurant",1,3.8
"Dilli Ke Mashoor Chhole Bhature",1,3.6
"Dilli Ki Hatii",1,3.3
"Dilli Ki Rasoi",1,3.5
"Dilli Meri Jaan",1,3.6
"Dilli Tiffin",1,3.8
"Dilli Zaika",1,4.0
"Dilliwala Family Dhaba",1,4.2
"Dilliwale Chole Kulche",1,3.8
"Dilshad Biryani",1,4.2
"Dim Sum Palace",1,2.9
"Dimand Pizza",1,3.8
"Dimcy Nutri Kulcha",1,4.2
"Dimlight Restaurant",1,3.9
"Dimmy Food Court",1,4.1
"Dimora Saivam Restaurant",1,4.1
"Dimpal Chinese",1,4.0
"Dimpi",1,4.3
"Dimple Fusion Tadka",1,4.1
"Dimple Restaurant",1,4.0
"Dimsim Chinese Point",1,4.1
"Dimsum Box",2,3.6
"Dimsum Box",2,3.7
"Dimsum Express",2,4.0
"Dimsum Express",2,4.2
"Dimsum Momo Express",2,3.8
"Dimsum Momo Express",2,3.9
"Dimsum Station",1,4.2
"Dimsum Wū",1,4.0
"Dindigul Biriyani Hotel",1,4.3
"Dindigul Briyani Kadai",1,3.6
"Dindigul Thalappakatti",10,3.6
"Dindigul Thalappakatti",10,3.7
"Dindigul Thalappakatti",10,3.8
"Dindigul Thalappakatti",10,3.9
"Dindigul Thalappakatti",10,3.9
"Dindigul Thalappakatti",10,3.9
"Dindigul Thalappakatti",10,4.0
"Dindigul Thalappakatti",10,4.1
"Dindigul Thalappakatti",10,4.1
"Dindigul Thalappakatti",10,4.3
"Dindigul Venu Biryani",1,3.8
"Dine & Woods",1,3.4
"Dine 551 By Sarovar",1,3.3
"Dine 9 Arabian Restaurant",1,4.0
"Dine Hill",1,4.0
"Dine Out City (DOC)",1,4.1
"Dine Way Platz",1,4.3
"Dinesh Bhati Restaurant",1,4.1
"Dinesh Pack & Go Food Parlour",1,4.1
"Dingan Kitchen",1,3.8
"Dingores Veg Curry",1,4.1
"Dinho's",1,3.7
"Dinin' Delight",1,4.0
"Dining Bell Cafe And Restaurant",1,4.0
"Dining Express The Train Restro",1,3.9
"Dining Inn Restaurant",1,3.8
"Dining Out",1,4.0
"Dinki Dine",1,4.1
"Dinner House",1,4.4
"Dinning Divas By Food Plaza",1,3.8
"Dinshaws - Zero degree",1,4.3
"Dinshaw's Ice Cream Parlour",1,4.5
"Dip N Bite",1,4.0
"Dipak Sandwich",1,4.1
"Dipanjali Hotel And Food Service",1,4.3
"Dipika'r Kitchen",1,3.3
"Dipsy Doze Cafe",1,4.0
"D'Irish Park",1,4.0
"Dirty Dough Pizza By Moets",1,4.2
"Disang",1,4.4
"Dish Man",1,3.9
"Dish Of Odisha",1,4.4
"Disha Meat Corner",1,4.3
"Disha Rasoi",1,4.0
"Dishoom - The Bollywood Restaurant",1,3.9
"Dishu Pizza House",1,4.2
"Divine Cakes",1,3.5
"Divine Chocolate Factory",1,4.0
"Divine Dumplings",1,3.8
"Divya Home Kitchen",1,3.2
"Divya Rasoi",1,3.9
"Divyani Mahila Bachat Gat",1,3.6
"Divyank Sweets And Bakery",1,2.9
"Divyanshi Fast Food Center",1,3.7
"Divyas Dosa Corner",1,4.0
"Diwakar Cake Point",1,3.2
"DJ Momos",1,3.3
"Djlecious",1,4.3
"DK Diet And Chicken Corner",1,4.0
"DK Kachori Wale",1,3.8
"Dk Litti Corner",1,4.0
"DK Roll Chowmein Centre",1,4.5
"DK's PARADISE IN-HOUSE CAFETERIA",1,3.5
"D'Ley",1,4.3
"D'Licious Pizza",1,3.7
"D'Lite Cafe",1,4.0
"D-Lite Frankie",1,3.9
"DMC - Desi Masala Chat",1,4.1
"DMD - Davangere Makhan Dosa",1,3.1
"DMT Fish And Chilli Chicken Center",1,3.9
"DMW - Dimsum Momos & Wontons",1,4.0
"Dn Farali Centre",1,3.7
"DND-Daily Nutritional Diet",1,3.8
"DNS - Desserts N Shakes",3,4.2
"DNS - Desserts N Shakes",3,4.4
"DNS - Desserts N Shakes",3,4.6
"DNS - Desserts N' Shakes",1,4.0
"DNS- Desserts N Shakes",1,4.4
"Do Tell Cafe & Pizzeria",1,4.3
"Doaba's - Food For Every Mood",1,3.4
"Dobbelestein Bakery",1,4.3
"Doctor Food",1,4.1
"Doctor Juice",1,3.8
"Doctors Cafe",1,4.1
"Dogra Restaurant",1,4.1
"Doiwala",1,4.3
"DOJO By Arisan Food Factory",1,4.3
"Dolce Desserts",1,4.3
"Dollar Cafe",1,3.5
"Dollarpie Pizza",1,4.0
"Dollops",1,4.3
"Dolma Aunty Momos",2,3.7
"Dolma Aunty Momos",2,3.7
"Dolphin Bakes N Ice Cream",2,4.0
"Dolphin Bakes N Ice Cream",2,4.4
"Dolphin Bakes N Ice Creams",1,3.9
"Dolphin's Family Restaurant",1,4.1
"Dolu's Nice Confectionary",1,4.3
"Dom Antonio",1,3.2
"Domain's Pizza",1,3.3
"Dom'D Pizza",1,3.5
"Domeno Pizza",1,3.7
"Domihut Pizza",1,4.0
"Dominar Pizza",1,3.6
"Dominator Pizza Shop",1,3.8
"Domin'd Pizza",1,3.4
"Dominec",1,4.1
"Domineo's Pizza",1,3.1
"Domineo's Pizzeria",1,3.4
"Dominer Pizza",2,3.6
"Dominer Pizza",2,3.8
"Domini Pizza",1,3.8
"Dominic Pizza",4,3.6
"Dominic Pizza",4,3.6
"Dominic Pizza",4,4.0
"Dominic Pizza",4,4.0
"Dominic Pizza Spot",1,3.6
"Dominice Pizza",1,2.9
"Dominich Pizza",1,3.9
"Dominick Pizza",1,3.9
"Dominick World Pizza",1,3.3
"Dominic's 20-20 Pizza",1,3.6
"Dominics Pizza",1,3.5
"Dominic's Pizza",3,3.4
"Dominic's Pizza",3,3.7
"Dominic's Pizza",3,4.1
"Dominic's Pizza And Fast Food",1,3.7
"Dominix Pizza",1,3.5
"Domink Pizza",1,3.8
"Domino Food Costa",1,3.9
"Domino Pizza",1,3.3
"Dominoes Pizza",1,3.8
"Domino's Pizza",49,3.2
"Domino's Pizza",49,3.4
"Domino's Pizza",49,3.5
"Domino's Pizza",49,3.6
"Domino's Pizza",49,3.6
"Domino's Pizza",49,3.7
"Domino's Pizza",49,3.7
"Domino's Pizza",49,3.8
"Domino's Pizza",49,3.8
"Domino's Pizza",49,3.8
"Domino's Pizza",49,3.8
"Domino's Pizza",49,3.9
"Domino's Pizza",49,3.9
"Domino's Pizza",49,3.9
"Domino's Pizza",49,3.9
"Domino's Pizza",49,3.9
"Domino's Pizza",49,4.0
"Domino's Pizza",49,4.0
"Domino's Pizza",49,4.0
"Domino's Pizza",49,4.0
"Domino's Pizza",49,4.0
"Domino's Pizza",49,4.0
"Domino's Pizza",49,4.0
"Domino's Pizza",49,4.0
"Domino's Pizza",49,4.0
"Domino's Pizza",49,4.0
"Domino's Pizza",49,4.1
"Domino's Pizza",49,4.1
"Domino's Pizza",49,4.1
"Domino's Pizza",49,4.1
"Domino's Pizza",49,4.1
"Domino's Pizza",49,4.1
"Domino's Pizza",49,4.1
"Domino's Pizza",49,4.1
"Domino's Pizza",49,4.1
"Domino's Pizza",49,4.2
"Domino's Pizza",49,4.2
"Domino's Pizza",49,4.2
"Domino's Pizza",49,4.2
"Domino's Pizza",49,4.2
"Domino's Pizza",49,4.2
"Domino's Pizza",49,4.2
"Domino's Pizza",49,4.3
"Domino's Pizza",49,4.3
"Domino's Pizza",49,4.3
"Domino's Pizza",49,4.3
"Domino's Pizza",49,4.3
"Domino's Pizza",49,4.4
"Domino's Pizza",49,4.6
"Domino's Pizzeria",1,3.0
"Dominozz Pizza",1,4.0
"Domin's Pizza",1,3.4
"Dominus Pizza",1,3.2
"Domi'o Pizza",1,4.0
"Domio's Pizza - A - 1 Pizza Shop",1,3.7
"Domito's Pizza And Burger",1,3.3
"Domnics Pizza",1,3.5
"Domnic's Pizza",1,3.4
"Domnik Pizza",2,3.9
"Domnik Pizza",2,4.0
"Dom's Pizza",1,4.0
"Don Clooney",1,3.6
"Don Giovanni's Good Fellas",1,4.0
"Donald Cafe",1,4.1
"Donald Hut",1,3.7
"Donato's Pizza",1,4.1
"Doner & Gyros",3,4.3
"Doner & Gyros",3,4.3
"Doner & Gyros",3,4.3
