"restaurant_name","rating","average_price","average_delivery_time","south_indian_or_not","north_indian_or_not","fast_food_or_not","street_food","biryani_or_not","bakery_or_not","location","cnt"
"Hariyali",4.3,250,24,0,1,0,0,1,0,"Mumbai",1
"Hariyali Restaurant",3.9,250,25,0,1,1,0,0,0,"Udaipur",1
"Harley's Fine Baking",4.4,350,43,0,0,0,0,0,1,"Hyderabad",1
"Harman Dhaba",3.8,100,25,0,1,0,0,1,0,"Raipur",1
"Harmesh Cafe",4.2,200,52,0,0,1,1,0,0,"NCR",1
"Harmony Burgers",3.7,200,19,0,0,1,0,0,0,"Ahmedabad",1
"Harmony Resto Cafe",4.1,200,23,0,0,1,0,0,0,"Ahmedabad",1
"Harry Uncle",4.2,300,44,0,1,0,1,0,0,"NCR",1
"Harry’s Farm 'N' Bake",3.1,100,21,0,0,1,0,0,1,"Patiala",1
"Harry's",3.1,400,31,0,0,1,0,0,0,"Surat",1
"Harrys Pastry Corner",3.9,150,16,0,0,1,0,1,1,"Nagpur",1
"Harsh Cafe & Restaurant",3.4,100,39,0,0,1,1,0,0,"Jodhpur",1
"Harsh Chat Bhandar",4.2,200,45,0,0,0,1,0,0,"Hyderabad",1
"Harsh Foods",4.0,200,36,0,1,0,0,0,0,"Patiala",1
"Harshad Sweet & Namkin",4.2,200,14,0,0,0,1,0,0,"Amravati",1
"Harshidas Kitchen",4.3,50,30,0,0,1,1,0,0,"Sangli",1
"Harshpriya Kitchen",3.1,200,45,0,1,0,1,0,0,"Varanasi",1
"Harshu's Late Night Munchies",4.1,100,33,0,1,1,1,0,0,"Ahmedabad",1
"Harvest Salad Co",4.2,150,39,0,0,0,0,0,0,"Mumbai",1
"Haryana Palace Restaurant",3.0,350,32,1,1,0,0,1,0,"Aligarh",1
"Haryana Sweets",4.3,150,28,0,0,0,1,0,0,"Kolkata",1
"Hash Guys",4.0,200,23,0,0,1,0,0,0,"Chandigarh",1
"Hash Uncle",3.6,350,38,0,0,1,0,0,0,"Chandigarh",1
"Hashim Restaurant",4.0,150,29,0,1,0,0,0,0,"Agra",1
"Hashim's",3.8,100,38,0,1,0,0,0,0,"Cuttack",1
"Hashmukh Chaats",4.3,100,50,0,0,1,1,0,0,"Chennai",1
"Hashtag",3.6,150,28,0,1,0,0,0,0,"Manipal",1
"Hashtag Biryani",3.9,100,56,0,0,0,0,1,0,"Hyderabad",1
"Hashtag Boba",4.0,100,33,0,0,0,0,0,0,"Vadodara",1
"Hashtag Cafe",3.2,200,58,0,0,1,0,0,0,"Mangalore",2
"Hashtag Cafe",3.8,100,21,0,0,1,0,0,0,"Ujjain",2
"Hashtag Cakes",3.4,150,27,0,0,0,0,0,1,"Jabalpur",1
"Hashtag Foods",3.9,200,43,0,0,1,1,0,0,"NCR",2
"Hashtag Foods",4.0,250,47,0,0,1,1,0,0,"Delhi NCR",2
"Hashtag Lite",4.0,150,45,0,1,1,0,1,0,"Siliguri",1
"Hashtag Momo",4.3,300,33,0,0,0,0,0,0,"Udaipur",1
"Hashtag Shakes & Snacks",3.5,100,47,0,0,0,0,0,0,"Motihari",1
"Hasi's Kitchen",4.0,100,27,1,0,0,0,1,0,"Palakkad",1
"Hastee Bakery",4.0,150,21,0,0,0,0,0,1,"Surat",1
"Hasti Pizza Toast Sandwich Corner",4.2,150,39,0,0,0,1,0,0,"Surat",1
"Hasty Tasty",3.1,300,30,0,0,0,0,0,0,"Bareilly",3
"Hasty Tasty",3.2,50,23,0,0,1,1,0,0,"Sangli",3
"Hasty Tasty",4.1,200,35,1,1,1,0,0,0,"Ranchi",3
"Hasty Tasty Krafty Kitchen",3.2,200,24,0,0,0,0,0,0,"Bareilly",1
"Hatari",4.2,200,49,0,1,0,0,1,0,"Kolkata",1
"Hatims Kebabs And Biryani Corner",3.9,150,30,0,1,0,0,1,0,"Indore",1
"Hatke",4.1,250,19,0,0,1,0,0,0,"Saharanpur",1
"Hatke Vada",3.7,150,22,0,0,1,1,0,0,"Vadodara",3
"Hatke Vada",3.7,150,41,0,0,1,1,0,0,"Kolhapur",3
"Hatke Vada",3.9,250,24,0,0,1,1,0,0,"Amravati",3
"Hat's Off",4.0,150,37,0,1,0,0,1,0,"Indore",1
"Hav A Sit",3.4,250,38,0,0,0,1,0,0,"Guwahati",1
"Hav Stories",3.4,100,37,0,0,0,0,0,0,"Moradabad",1
"Hav Stories Kitchen (MDA)",3.3,50,36,0,1,0,0,1,0,"Moradabad",1
"Havana",4.0,150,46,0,1,0,0,0,0,"Mysore",1
"Havana Multi Cuisine Resto Bar",3.7,100,27,1,1,0,0,0,0,"Manipal",1
"Have A Nice Day",4.2,200,44,0,0,1,0,0,0,"Udaipur",1
"Have More Restaurant & Bakers",3.9,50,46,0,1,0,0,0,0,"Hyderabad",1
"Haveli",3.8,100,39,0,1,1,0,0,0,"Siliguri",1
"Haveli Restaurant",3.6,200,27,0,1,0,0,1,0,"Dehradun",3
"Haveli Restaurant",4.3,100,31,0,1,0,0,0,0,"Kanpur",3
"Haveli Restaurant",4.4,100,17,0,1,0,0,0,0,"Jhansi",3
"Havemore",4.2,150,32,0,1,0,0,1,0,"NCR",1
"Havmor - The Eatery",4.2,50,24,0,1,1,1,1,0,"Vadodara",1
"Havmor Eatery",3.4,200,22,0,1,1,1,0,0,"Rajkot",1
"Havmor Havfunn Ice Cream",3.9,100,41,0,0,0,0,0,0,"Kanpur",11
"Havmor Havfunn Ice Cream",4.0,150,39,0,0,0,0,0,0,"Jaipur",11
"Havmor Havfunn Ice Cream",4.1,150,16,0,0,0,0,0,0,"Ahmedabad",11
"Havmor Havfunn Ice Cream",4.1,250,36,0,0,0,0,0,0,"Chennai",11
"Havmor Havfunn Ice Cream",4.2,150,17,0,0,0,0,0,0,"Pune",11
"Havmor Havfunn Ice Cream",4.3,150,26,0,0,0,0,0,0,"Delhi NCR",11
"Havmor Havfunn Ice Cream",4.3,200,18,0,0,0,0,0,0,"Vijayawada",11
"Havmor Havfunn Ice Cream",4.3,300,12,0,0,0,0,0,0,"NCR",11
"Havmor Havfunn Ice Cream",4.4,100,28,0,0,0,0,0,0,"Kanpur",11
"Havmor Havfunn Ice Cream",4.4,150,17,0,0,0,0,0,0,"Mumbai",11
"Havmor Havfunn Ice Cream",4.5,150,30,0,0,0,0,0,0,"Agra",11
"Havmor Ice Cream",3.7,100,27,0,0,0,0,0,1,"Jalandhar",13
"Havmor Ice Cream",3.9,150,18,0,0,0,0,0,0,"Coimbatore",13
"Havmor Ice Cream",3.9,150,23,0,0,0,0,0,0,"Jaipur",13
"Havmor Ice Cream",4.0,100,23,0,0,0,0,0,0,"Jaipur",13
"Havmor Ice Cream",4.0,450,32,0,0,0,0,0,0,"Puducherry",13
"Havmor Ice Cream",4.1,200,27,0,0,0,0,0,0,"Ludhiana",13
"Havmor Ice Cream",4.1,350,52,0,0,0,0,0,0,"Hyderabad",13
"Havmor Ice Cream",4.2,100,22,0,0,0,0,0,0,"Nagpur",13
"Havmor Ice Cream",4.2,150,26,0,0,0,0,0,0,"Nellore",13
"Havmor Ice Cream",4.3,250,21,0,0,0,0,0,0,"Patiala",13
"Havmor Ice Cream",4.4,100,26,0,0,0,0,0,0,"Jaipur",13
"Havmor Ice Cream",4.4,150,22,0,0,0,0,0,0,"Meerut",13
"Havmor Ice Cream",4.5,100,25,0,0,0,0,0,0,"Vadodara",13
"Havmor Ice Cream Parlour",4.2,150,23,0,0,0,0,0,0,"Indore",2
"Havmor Ice Cream Parlour",4.3,200,30,0,0,0,0,0,0,"Amravati",2
"Havmor Restaurant",4.1,50,25,0,1,0,0,0,0,"Vadodara",1
"Havmor-Ice Cream",4.3,200,27,0,0,0,0,0,0,"Indore",1
"Havmour Ice Cream",4.0,100,17,0,0,0,0,0,0,"Solapur",1
"Hawaad",3.2,100,31,0,1,0,0,1,0,"Guwahati",1
"Hawz Khaz",3.5,150,37,0,0,1,0,0,0,"Dehradun",1
"Hayat Biryani",3.9,150,29,0,1,0,0,1,0,"Durgapur",1
"Hayat Restaurant",3.9,150,28,0,1,0,0,0,0,"Junagadh",1
"HBF Happy Birthday Foodies",3.7,150,24,0,0,0,0,0,0,"Bhopal",1
"HBT Bakery",4.3,350,20,0,0,0,0,0,1,"Bhopal",1
"HC Burger",4.2,150,22,0,0,1,0,0,0,"Patiala",1
"HD Bakers & Fast Food",3.2,50,34,0,1,1,1,0,1,"Jodhpur",1
"HD Burger Hut",3.3,50,27,0,0,1,0,0,0,"Amritsar",1
"HD Pizza",4.0,300,27,0,0,0,0,0,0,"Ludhiana",1
"Head Quarter's",4.1,150,40,0,1,1,0,0,0,"Jalandhar",1
"Headquarter 07",4.0,100,44,0,1,1,0,0,0,"Dehradun",1
"Health Bar by S Cube",4.4,150,34,0,0,0,0,0,0,"Mangalore",1
"Health Juice & Fast Food",4.2,200,29,0,0,1,1,0,0,"Mumbai",1
"Health King Juice Cafe",3.7,200,28,0,0,0,0,0,0,"Patna",1
"Health Mantra",4.1,100,44,0,0,0,0,0,0,"Lucknow",1
"Healthians",3.6,100,37,0,1,0,0,0,0,"Kanpur",1
"Healthify",4.5,150,28,0,0,0,0,0,0,"Bhopal",1
"Healthush",4.0,100,27,0,0,0,0,0,0,"Thrissur",1
"Healthy + Tasty",3.7,150,49,0,0,1,0,0,0,"Chandigarh",1
"Healthy Bee",4.1,300,35,0,0,1,1,0,0,"Pune",1
"Healthy Box Meal",4.3,150,43,0,0,0,0,0,0,"Agra",1
"Healthy Choice",3.9,250,28,0,1,0,1,0,0,"Jalandhar",1
"Healthy Club",3.4,250,21,0,0,0,0,0,0,"Visakhapatnam",1
"Healthy Cuisine",3.6,350,33,0,1,0,0,0,0,"Raipur",1
"Healthy Cuisines",3.9,250,44,0,0,1,0,0,0,"Chandigarh",1
"Healthy Daddy",3.9,250,32,0,0,0,0,0,0,"Lucknow",1
"Healthy Eatzzz",3.9,150,37,0,0,0,0,0,0,"Surat",1
"Healthy Food Delivers",3.5,100,48,0,1,0,0,0,0,"Siliguri",1
"Healthy Food House",3.6,100,42,0,0,1,1,0,0,"Lucknow",1
"Healthy Heart",4.0,100,20,0,1,0,0,0,0,"Amritsar",1
"Healthy Home Foods",4.4,150,31,1,0,0,0,0,0,"Madurai",1
"Healthy Hub",4.0,150,38,0,1,1,0,0,0,"Kolkata",2
"Healthy Hub",4.1,100,37,0,0,1,1,0,0,"Kanpur",2
"Healthy Junction Cafe",4.2,150,37,0,0,1,1,0,0,"Vadodara",1
"Healthy Nutrition Diet",3.7,100,42,0,0,1,0,0,0,"Chandigarh",1
"Healthy Panda",4.1,300,38,0,0,1,0,0,0,"Lucknow",1
"Healthy Swig",4.5,150,35,0,0,0,0,0,0,"Vadodara",1
"Healthy Switch",4.2,50,42,0,0,0,0,0,0,"Bhopal",1
"Healthy Tasty Home Made Cake",4.3,150,51,0,0,0,0,0,1,"Kanpur",1
"Healthy Tree",4.2,150,48,0,0,0,1,0,0,"NCR",1
"Healthyliciouz",4.2,100,47,0,0,0,0,0,0,"Kanpur",1
"Healthy-O-Me",4.3,150,53,0,0,0,0,0,0,"Pune",1
"Heart Of City",3.4,150,43,0,0,1,0,0,0,"Agra",1
"Heart Spot",3.8,150,23,1,1,0,1,0,0,"Warangal",1
"Heat 7 Family Restaurant",4.0,300,27,0,1,1,0,0,0,"Jalandhar",1
"Heat Square",3.8,200,41,0,0,1,0,0,0,"Coimbatore",2
"Heat Square",4.2,150,43,0,0,1,0,0,0,"Coimbatore",2
"Heaven - Pizza and Cafe",3.9,150,23,0,0,0,0,0,0,"Kolhapur",1
"Heaven Bites",3.4,250,44,0,0,0,0,0,0,"Mysore",1
"Heaven Dine",3.2,100,29,1,0,1,0,1,0,"Palakkad",1
"Heaven Food Factory",3.7,100,39,0,1,1,0,1,0,"Cuttack",1
"Heaven On Wheels",3.4,150,44,0,0,0,0,1,0,"Cuttack",1
"Heaven Pizza",3.8,150,19,0,0,1,1,0,0,"Sangli",3
"Heaven Pizza",3.8,200,34,0,0,1,0,0,0,"Kolhapur",3
"Heaven Pizza",4.1,150,22,0,0,1,0,0,0,"Kolhapur",3
"Heaven Pizza & Cafe",3.5,150,25,0,0,1,0,0,0,"Kolhapur",5
"Heaven Pizza & Cafe",3.6,150,21,0,0,0,0,0,0,"Sangli",5
"Heaven Pizza & Cafe",3.7,150,36,0,0,1,0,0,0,"Kolhapur",5
"Heaven Pizza & Cafe",4.1,50,20,0,0,0,0,0,0,"Kolhapur",5
"Heaven Pizza & Cafe",4.1,200,34,0,0,0,0,0,0,"Kolhapur",5
"Heaven Shot - The Pizza Bar",4.3,350,31,0,0,1,0,0,0,"Jalandhar",1
"Heaven The Cake",4.1,100,41,0,0,0,0,0,1,"Lucknow",1
"Heaven’s Of Pizza",4.3,150,40,0,0,1,0,0,0,"Ahmedabad",1
"Heavenly Bites",4.0,550,21,0,0,0,0,0,1,"Amritsar",1
"Heavenly Blends Popsdiner",3.9,100,41,0,0,0,0,0,0,"Palakkad",1
"Heavenly Delights",3.9,250,48,1,1,1,1,0,0,"Raipur",1
"Heavenly Grills",3.6,150,42,0,0,1,0,0,0,"Surat",1
"HeavenOnMyPlate",3.8,100,35,0,0,1,0,0,0,"Haridwar",1
"Heaven's Cake Baker's",3.4,100,35,0,0,0,0,0,1,"Aligarh",1
"Heavens Fresh Bake",4.3,150,19,0,0,0,0,0,1,"Raipur",1
"Heaven's Park",4.2,150,32,0,0,1,0,0,0,"Madurai",1
"Heaven's Park Restaurant",4.2,150,46,1,0,1,0,1,0,"Chennai",1
"Heavy Biryani Mahal",3.9,200,41,0,1,0,1,1,0,"Varanasi",1
"Hedkey",4.2,100,28,0,0,1,1,0,0,"Rajkot",1
"Heebee Coffee",3.8,250,31,0,0,0,0,0,0,"Ludhiana",2
"Heebee Coffee",4.4,150,16,0,0,0,0,0,0,"Ludhiana",2
"Heena Panchwati Sweets",3.9,100,19,0,0,0,1,0,1,"Patna",1
"Heera Fusion Restaurant",3.7,200,16,0,1,0,0,1,0,"Vijayawada",1
"Heera Non-Veg",3.6,200,24,0,1,0,0,0,0,"Jhansi",1
"Heera Paneer Wala",4.0,150,22,0,0,1,0,0,0,"Amritsar",1
"Heera Sweets",4.2,100,17,0,0,0,0,0,1,"Patna",2
"Heera Sweets",4.5,100,17,0,0,0,0,0,0,"Nagpur",2
"Heeralal Sweet House",4.5,100,32,0,0,0,0,0,0,"Warangal",1
"Heeralal's",3.9,200,32,0,1,0,0,0,0,"Bikaner",1
"Heeralal's - JNV Colony",4.1,200,37,1,1,1,0,0,0,"Bikaner",1
"Heeralals Krishna Sweets",4.0,50,35,0,0,0,0,0,0,"Bikaner",1
"Heer's Munch Box",4.4,150,34,0,1,1,0,0,0,"Bhopal",1
"Heights of Amritsar",3.9,250,27,0,1,0,0,0,0,"Amritsar",1
"Heights Tadka Rasoi",3.9,100,41,0,1,1,1,1,0,"Ludhiana",1
"Hello Anna",4.1,150,44,1,0,1,1,0,0,"Agra",1
"Hello Bakers",4.4,200,23,0,0,1,0,0,1,"Nashik",1
"Hello Biryani",3.3,200,28,0,0,0,0,1,0,"Vijayawada",1
"Hello Burger's",3.8,150,40,0,0,1,0,0,0,"Mumbai",1
"Hello Cafe",3.8,100,33,0,1,0,1,0,0,"NCR",1
"Hello Cafe Ho",4.2,150,38,0,0,0,0,0,0,"Bareilly",1
"Hello Coffee",4.1,200,44,0,1,1,0,0,0,"Jaipur",1
"Hello Food",3.5,100,28,0,0,1,0,0,0,"Jalandhar",2
"Hello Food",3.6,200,26,0,0,1,0,0,0,"Ludhiana",2
"Hello G Sas Kitchen",3.3,200,38,0,1,0,0,1,0,"NCR",1
"Hello Italy",3.6,300,40,0,0,1,0,0,0,"NCR",1
"Hello Restaurant And Café",4.1,200,34,0,1,1,0,0,0,"Patna",1
"Hello Tasty",4.0,250,36,0,1,1,0,0,0,"Udaipur",1
"Helly & Chilly Cafe",3.6,150,35,0,0,1,0,0,0,"Vijayawada",1
"Hellz Kitchen",4.2,400,31,0,0,0,0,0,0,"Mumbai",1
"Helou Ice Cream",4.0,100,22,0,0,0,0,0,0,"Ahmedabad",1
"Helou Ice Cream & Cafe",3.5,200,39,0,0,0,0,0,0,"Vadodara",1
"Helpline Restaurant",3.4,350,37,1,1,1,0,1,0,"Varanasi",1
"Hemalata Dhaba",4.3,250,50,0,0,0,0,0,0,"Guwahati",1
"Hemant Dosa Ghol Bhandar",4.0,100,43,1,0,0,1,0,0,"Jaipur",1
"Hemanth Chats",4.0,200,26,0,0,1,1,0,0,"Chennai",1
"Hema's Kitchen",3.2,250,26,1,0,0,1,0,0,"Kharagpur",1
"Hems",3.5,50,36,0,0,1,0,0,0,"Jodhpur",1
"Henry & Wolsey",4.4,100,15,0,0,0,0,0,1,"Salem",1
"Her Highness",4.3,50,43,0,1,0,0,0,0,"Pune",1
"Hera Chinese Fast Food",3.9,200,20,0,0,0,0,0,0,"Saharanpur",1
"Hera Feri Fries",3.7,150,33,0,0,1,1,0,0,"Ludhiana",1
"Herbi Vore",4.8,200,36,0,1,1,0,0,0,"Aligarh",1
"Herbs 'N' Chicks",3.9,300,43,0,0,1,0,0,0,"Ludhiana",1
"Herbs On Pizza",3.8,200,49,0,0,1,0,0,0,"Jaipur",1
"Heritage Annex",4.0,150,24,0,0,0,0,0,0,"Kharagpur",1
"Heritage Haveli Restaurant",4.0,100,42,0,1,1,0,0,0,"Udaipur",1
"Heritage Kitchen",3.8,250,48,0,1,0,0,1,0,"Guwahati",2
"Heritage Kitchen",4.2,100,25,0,1,0,0,0,0,"Belgaum",2
"Heritage Kitchen Restaurant & Celebration Hall",3.7,250,32,0,1,0,0,1,0,"Amravati",1
"Hermano's Cafe",3.6,150,38,0,0,1,1,0,0,"Raipur",1
"Hero",2.9,100,30,0,0,0,0,0,0,"Coimbatore",1
"Hero Sandwich",2.6,100,25,0,0,0,0,0,0,"Kolhapur",2
"Hero Sandwich",4.2,400,41,0,0,0,0,0,0,"Guwahati",2
"Hero Sandwiches",4.3,200,40,0,0,1,0,0,0,"Surat",1
"Herry Super Chat",3.3,100,41,0,1,0,0,0,0,"Nagpur",1
"Hestia Bakehouse",4.7,200,36,0,0,0,0,0,1,"Durgapur",1
"Hestiia Restaurant",4.0,300,40,0,1,1,0,1,0,"Kanpur",1
"Hey Amigos By Wellfed Foods",4.0,100,24,0,1,1,0,0,0,"Dehradun",1
"Heydos",4.5,100,36,0,0,0,0,0,0,"Lucknow",1
"HF Easy To Eat",3.5,200,23,0,1,1,0,1,0,"Vijayawada",1
"HFC",3.9,100,36,0,0,1,0,0,0,"Dhanbad",1
"HFC Arabian Food",4.2,50,12,0,0,0,0,0,0,"Rajkot",1
"Hi 5 Snack World",4.0,200,23,0,0,0,0,0,0,"Hyderabad",1
"Hi King",4.0,150,44,0,1,0,0,0,0,"Ajmer",1
"Hi King Bakers",4.4,150,33,0,0,1,0,0,1,"Hyderabad",1
"Hi Q Foods",4.2,150,37,0,1,0,0,0,0,"Patna",1
"Hi Spirits",4.2,50,29,0,0,1,0,0,0,"Siliguri",1
"Hia's Cafe",4.4,200,61,0,0,1,0,0,0,"Kolkata",1
"HIBA Bakers",3.4,200,27,0,0,0,0,0,1,"Bareilly",1
"Hibacci -North East Asian Kitchen",4.2,150,69,0,0,0,0,0,0,"Hyderabad",1
"Hibachi - Hotel Icon",4.4,250,38,0,0,0,0,0,0,"Chandigarh",1
"Hidayat Caterers , Aslam Biryani House",4.2,150,30,0,0,0,0,1,0,"Pune",1
"Hidayat Kitchen",3.7,150,48,0,0,0,0,1,0,"Aurangabad",1
"Hidden Cafe",3.4,300,36,0,0,0,0,0,0,"Jalgaon",1
"Hidden Fork",4.2,150,35,0,0,1,0,0,0,"Coimbatore",1
"Hidden Fork Pizzeria",3.6,100,36,0,0,1,0,0,0,"Coimbatore",1
"Hidden Place - Biryani House",3.4,100,40,0,1,0,0,1,0,"Kanpur",1
"Hide In",3.7,300,21,0,0,1,1,0,0,"Salem",1
"Hideout Cafe",3.3,100,29,0,0,1,1,0,0,"Nagpur",1
"Hi-Fi Restaurant",3.5,200,23,1,1,1,0,0,0,"Kota",1
"Hi-Fi Veg",4.0,100,28,1,1,0,0,0,0,"Tirunelveli",1
"Higgins IX C1",4.0,250,41,0,1,1,0,0,0,"Allahabad",1
"High Five",3.7,150,37,0,0,0,0,0,0,"Siliguri",1
"High Flame The Family Restaurant",3.9,150,34,0,1,1,0,0,0,"Gorakhpur",1
"High On Chai",4.3,300,39,0,0,1,0,0,0,"Ahmedabad",1
"High On Chai !",3.5,200,39,0,0,1,0,0,0,"Chandigarh",1
"High On Chinese",3.8,100,44,0,0,0,0,0,0,"NCR",1
"High On Churros - Shakes, Cookies & More",4.0,150,36,0,0,1,0,0,0,"NCR",1
"High On Coffee",3.6,200,42,0,0,0,0,0,0,"Coimbatore",1
"High On Desserts",4.4,250,22,0,0,0,0,0,0,"NCR",1
"High On Diet",4.5,150,30,0,0,1,0,0,0,"Lucknow",1
"High On Kebabs",4.0,200,29,0,1,0,0,0,0,"Goa",1
"High Point",4.0,300,18,0,1,0,0,0,0,"Lucknow",1
"High Point Shawarma",4.4,150,34,0,0,0,0,0,0,"Nagpur",1
"High Range Take Away",4.2,100,23,0,0,0,0,0,0,"Trivandrum",1
"High Sky Cafe And Restaurant",3.6,200,52,0,1,1,0,1,0,"Jamshedpur",1
"High Street",3.6,250,41,0,1,0,0,0,0,"Siliguri",1
"High Street Cafe",3.9,200,29,0,0,1,0,0,0,"Saharanpur",1
"Highend Pizza",3.2,150,43,0,1,0,0,0,0,"Ludhiana",1
"Highlanders",3.8,100,31,0,1,1,0,0,0,"Amritsar",1
"Highlanders Shawarma",4.0,100,34,0,0,1,0,0,0,"Guwahati",1
"Highway 27 Restaurant",4.0,100,30,0,1,0,0,0,0,"Ujjain",1
"Highway 66",3.8,100,44,0,0,1,0,0,0,"Mangalore",1
"Highway Family Restaurant",3.8,300,26,0,1,0,1,1,0,"Dehradun",1
"Highway Food's",3.8,200,40,0,1,1,1,0,0,"Lucknow",1
"Highway Ice Cream Parlour",4.0,100,44,0,0,1,1,0,0,"Mangalore",1
"Hil Pizza",3.8,100,22,0,0,0,0,0,0,"Jaipur",1
"Hilers World",3.7,150,24,1,0,1,1,0,0,"Raipur",1
"Hill Queen Restro Bar Cafe",4.1,50,25,0,1,0,0,1,0,"Dehradun",1
"Hill View Food Zone",3.7,300,44,0,1,0,1,1,0,"Ranchi",1
"Hills Special Momo's",4.5,200,34,0,0,0,0,0,0,"Mysore",1
"Hillside Aqua",4.2,200,53,1,1,1,1,0,0,"Bhubaneswar",1
"Hilton Restaurant",4.3,250,42,0,1,0,0,1,0,"Hyderabad",1
"Him Cream",3.7,200,41,0,0,0,0,0,0,"Kolkata",1
"Hima Cream",3.7,250,21,0,0,0,0,0,0,"Nellore",1
"Himachali Rasoi",4.3,100,41,0,1,0,1,1,0,"Chandigarh",1
"Himalaya Veg Pulao",4.1,250,22,0,1,0,0,1,0,"Ludhiana",1
"Himalayan Cedar Cafe And Bar",4.0,50,38,0,1,1,0,1,0,"Manali",1
"Himalayan Delight",3.9,100,42,0,1,0,1,1,0,"Kharagpur",1
"Himalayan Flavour",4.5,100,35,0,0,0,0,0,0,"Durgapur",1
"Himalayan Food Plaza",3.8,150,36,0,1,1,1,0,0,"Chandigarh",1
"Himalayan Juices & Shakes",4.0,150,27,0,0,1,0,0,0,"Dharamshala",1
"Himalayan Kitchen",4.1,150,40,0,0,0,0,0,0,"Siliguri",1
"Himalayan Musaafir",3.5,150,40,0,1,1,1,0,0,"Dharamshala",1
"Himanshu Gajak And Lassi Juice Corner",3.8,150,26,0,0,0,0,0,0,"Moradabad",1
"Himland",4.3,200,26,0,0,0,0,0,0,"Asansol",1
"Hind Bhojnalya",3.3,250,29,0,1,0,0,0,0,"Agra",1
"Hind Kitchen",4.4,200,28,1,1,1,0,0,0,"Lucknow",1
"Hindavi Swarajya Special Tupatil Sabudane Wade",4.5,150,17,0,0,0,1,0,0,"Pune",1
"Hinduja Hotels Cafe & Restaurant",3.1,250,40,0,1,1,0,1,0,"Jodhpur",1
"Hindustan Bakery",4.3,100,17,0,0,0,0,0,1,"Kolhapur",1
"Hindustan Cake Walk",3.6,200,20,0,0,0,0,0,1,"Asansol",2
"Hindustan Cake Walk",4.3,200,31,0,0,0,0,0,1,"Asansol",2
"Hindustani Vadabhau",4.0,100,37,0,0,1,1,0,0,"Vadodara",1
"Hindusthan Sweets",4.0,500,34,0,0,0,1,0,0,"Kolkata",1
"Hippie Kitchen",3.3,150,41,0,0,1,1,0,0,"Vadodara",1
"Hippo's Krates Cafe",3.9,150,38,0,0,1,0,0,0,"Agra",1
"Hira Bakery",4.3,200,35,0,0,0,0,0,1,"NCR",1
"Hira Cakes 'N' Cookies",3.7,150,29,0,0,0,0,0,1,"Jabalpur",1
"Hira Express",4.0,150,42,1,1,0,1,0,0,"NCR",1
"Hira Mistan Restaurant",4.2,50,23,0,1,0,0,0,0,"Surat",1
"Hira Sweets",4.0,150,55,1,1,0,1,0,0,"Varanasi",5
"Hira Sweets",4.1,150,31,1,1,0,1,0,0,"NCR",5
"Hira Sweets",4.1,150,43,1,1,0,1,0,0,"Delhi NCR",5
"Hira Sweets",4.2,100,24,0,1,1,0,0,0,"Meerut",5
"Hira Sweets",4.2,300,44,0,0,0,0,0,0,"Delhi NCR",5
"Hira Sweets & Bakery",3.8,100,31,0,0,0,0,0,1,"Jabalpur",1
"Hira Sweets- Cakes & Dry Fruits",3.8,150,36,0,0,0,0,0,1,"Jabalpur",1
"Hishi Cafe",4.3,200,44,0,0,1,0,0,0,"NCR",1
"Hit The Taste Cafe",3.4,100,48,1,0,0,1,0,0,"Raipur",1
"Hitchki",3.7,50,55,0,1,0,0,0,0,"Mumbai",2
"Hitchki",4.0,250,35,0,1,1,0,0,0,"Nagpur",2
"Hitchki Thela",4.0,150,48,0,1,0,0,0,0,"Ranchi",1
"Hite Bar",4.1,100,28,0,0,1,0,0,0,"Pune",1
"Hitesh Sweets",4.4,100,33,0,0,0,1,0,0,"Ahmedabad",1
"Hitulal Rajwadi Icecream & Gola",3.7,50,23,0,0,0,0,0,0,"Jamnagar",2
"Hitulal Rajwadi Icecream & Gola",4.3,150,18,0,0,0,0,0,0,"Jamnagar",2
"Hive Honey Cake",4.4,150,12,0,0,0,0,0,1,"Thrissur",2
"Hive Honey Cake",4.5,150,25,0,0,0,0,0,1,"Trivandrum",2
"Hive Shack 24 X 7",4.2,200,34,0,1,1,0,0,0,"Jaipur",1
"Hive The Lounge RK 2.0",2.9,100,43,0,1,1,1,0,0,"Asansol",1
"Hiya Kitchen",3.2,100,46,0,1,1,0,0,0,"Guwahati",1
"Hiyar Majhe Kolkata",4.2,550,48,0,1,0,0,1,0,"Bangalore",1
"HK Pizza House",3.4,200,27,0,0,0,1,0,0,"Ahmedabad",1
"HL Frankie",4.2,200,20,0,0,1,1,0,0,"Ahmedabad",1
"HMA Ambur Star Biriyani",4.1,250,20,0,0,0,0,1,0,"Coimbatore",1
"HMG Fast-Food Center",3.6,100,24,0,0,0,1,0,0,"Sangli",1
"HMR Restaurant",3.9,150,43,1,0,0,0,1,0,"Coimbatore",1
"HOC (High On Chai)",4.3,200,37,0,0,1,0,0,0,"Bhopal",1
"Hocco Eatery",4.0,150,25,0,0,1,1,0,0,"Ahmedabad",2
"Hocco Eatery",4.1,50,26,0,0,1,1,0,0,"Vadodara",2
"HOCCO Eatery - Havmor",4.2,100,25,0,1,1,1,0,0,"Bhavnagar",1
"HOD - House Of Delish Café",3.1,450,42,0,0,1,0,0,0,"Bhopal",1
"Hodzaa",3.8,200,17,0,0,1,0,0,0,"Vijayawada",1
