"restaurant_name","rating","average_price","average_delivery_time","south_indian_or_not","north_indian_or_not","fast_food_or_not","street_food","biryani_or_not","bakery_or_not","location","cnt"
"PRK Icecream Store",4.0,100,21,0,0,0,0,0,0,"Coimbatore",1
"Pronto Gourmet Food",4.0,300,62,0,0,0,0,0,0,"Kolkata",1
"ProNutriZone",3.8,300,44,0,0,1,0,0,0,"Nagpur",1
"Protein Chef",4.0,550,39,0,1,0,0,0,0,"Bangalore",2
"Protein Chef",4.1,200,51,0,1,0,0,0,0,"Hyderabad",2
"Proyal Restaurant & Caterers",3.8,200,25,0,0,0,0,1,0,"Thrissur",1
"Pruthvi Nashta Centre",4.3,50,22,1,0,0,0,0,0,"Sangli",1
"Pruthvi Vegetarianism",4.3,50,30,1,1,0,0,0,0,"Pune",1
"PS Pizza Cafe",4.0,100,27,0,0,1,0,0,0,"Belgaum",1
"Pt. Hukum Chand Mithai Wala",4.2,100,28,0,0,0,1,0,0,"Agra",1
"Pt. Prithi Di Hatti",4.2,200,21,0,1,0,1,0,0,"Ludhiana",1
"PUB G's Restaurant",4.3,200,25,0,1,0,0,1,0,"Vijayawada",1
"Pubg Chicken Hut",4.0,150,30,0,0,0,0,0,0,"Guntur",1
"Pubg Fast Food",4.2,50,40,0,0,1,1,0,0,"Aligarh",1
"Public Affair",4.3,200,41,0,0,0,0,0,0,"NCR",1
"Public Domain",4.2,150,68,0,1,1,0,0,0,"Guwahati",1
"Public Marwah Hotel",4.1,150,28,0,1,0,1,1,0,"Kanpur",1
"Public Veg Point",4.0,100,36,0,1,0,0,0,0,"Lucknow",1
"Puddin Tales",3.6,200,29,0,0,0,0,0,1,"Guwahati",2
"Puddin Tales",3.8,150,38,0,0,0,0,0,1,"Guwahati",2
"Pudina Pork Town",3.6,250,53,0,0,1,0,0,0,"Guwahati",1
"Pudina Pure Veg Restaurant",3.4,250,38,1,1,0,0,0,0,"Guwahati",1
"Puff And Pastry Bakery (Park Chowk)",4.0,250,15,0,0,1,0,0,1,"Solapur",1
"Puff Villa",3.7,100,29,0,0,1,1,0,0,"Rajkot",1
"Puff.Com",4.6,150,31,0,0,1,0,0,0,"Ahmedabad",1
"Puffizza",3.8,150,31,0,0,1,0,0,0,"Rajkot",3
"Puffizza",3.9,150,28,0,0,1,0,0,0,"Ahmedabad",3
"Puffizza",4.0,600,44,0,0,1,0,0,0,"Surat",3
"Puffs n Cakes",4.0,300,67,0,0,0,1,0,1,"Hyderabad",1
"Puffz N Piez Bakers",3.5,250,32,0,0,0,0,0,1,"Jodhpur",1
"Puja Hotel",3.6,400,26,0,1,0,0,1,0,"Patna",1
"Puja Sweets",4.4,150,23,0,1,0,0,0,0,"Jamshedpur",1
"Puliyogare Company",2.6,250,30,0,0,0,0,0,0,"Nellore",4
"Puliyogare Company",2.8,100,25,1,0,0,0,0,0,"Guntur",4
"Puliyogare Company",2.9,250,23,1,0,0,0,0,0,"Visakhapatnam",4
"Puliyogare Company",2.9,300,29,1,0,0,0,0,0,"Warangal",4
"Puliyogare Palace",3.2,200,25,1,0,0,0,0,0,"Guntur",2
"Puliyogare Palace",3.7,200,30,1,0,0,0,0,0,"Vijayawada",2
"Puliyogare Point",4.3,50,33,1,0,0,0,0,0,"Bangalore",1
"Pulpy Cake",3.9,250,34,0,0,1,0,0,1,"Varanasi",1
"Pumpkin Tales",4.3,100,52,0,0,0,0,0,1,"Chennai",1
"PunChin",4.3,200,29,0,1,1,0,1,0,"Chandigarh",1
"Pune Biryani House",4.1,200,35,0,0,0,0,0,0,"Dhanbad",1
"Pune Darbar Biryani House",3.5,200,33,0,0,1,0,1,0,"Pune",1
"Pune Kathi Roll Company",4.3,100,37,0,0,0,0,0,0,"Pune",1
"Puneri Katta",4.1,150,33,0,0,1,1,0,0,"Pune",2
"Puneri Katta",4.3,200,52,0,0,0,1,0,0,"Bangalore",2
"Puneri Wada Pav",4.5,50,17,0,0,1,1,0,0,"Solapur",1
"Puni Lal Pan And Aam Papad Shop",4.2,150,16,0,0,0,0,0,0,"Amritsar",1
"Punikar's Mumbai Vada Pav",4.2,100,38,0,0,0,1,0,0,"NCR",1
"Punjab Bakers & Confectionery",4.1,100,29,0,0,1,1,0,1,"Chandigarh",1
"Punjab Cabin",4.3,100,54,0,1,0,0,0,0,"Guwahati",1
"Punjab Canteen",4.3,200,34,0,1,0,1,1,0,"Pune",1
"Punjab Dairy & Sweets",4.0,100,28,0,0,0,1,0,0,"Chandigarh",1
"Punjab Depot",4.1,350,45,0,1,0,0,1,0,"Mumbai",1
"Punjab Dhaba",3.8,250,24,0,1,0,0,0,0,"Amritsar",1
"Punjab Di Haandi",3.8,200,36,0,1,0,0,0,0,"Mangalore",1
"Punjab Di Rasoi",2.8,150,48,0,1,0,0,0,0,"Pune",2
"Punjab Di Rasoi",4.0,100,46,0,1,0,0,0,0,"Dehradun",2
"Punjab Di Thali",4.2,100,47,0,1,0,0,0,0,"Kolkata",1
"Punjab Di Truck",4.4,150,27,0,1,0,0,0,0,"Varanasi",1
"Punjab Fast Food",4.0,100,27,0,0,1,0,0,0,"Patiala",1
"Punjab Foods",3.9,300,21,0,1,0,0,0,0,"Visakhapatnam",1
"Punjab Grill",3.6,300,38,0,1,0,0,0,0,"Kanpur",6
"Punjab Grill",4.0,150,50,0,1,0,1,1,0,"Dehradun",6
"Punjab Grill",4.0,400,48,0,1,0,0,1,0,"Chennai",6
"Punjab Grill",4.1,200,54,0,1,0,0,1,0,"Mumbai",6
"Punjab Grill",4.2,150,37,0,1,0,0,1,0,"Delhi NCR",6
"Punjab Grill",4.2,250,34,0,1,0,0,1,0,"NCR",6
"Punjab Highway",3.2,100,34,0,0,0,0,0,0,"Saharanpur",1
"Punjab Junction",4.0,100,28,0,1,0,1,0,0,"Pune",1
"Punjab Kesari Hotel",4.1,300,25,0,1,0,0,0,0,"Nagpur",1
"Punjab Ki Anghiti",3.7,150,44,0,1,1,0,0,0,"Dehradun",1
"Punjab Kitchen",2.9,200,28,0,1,0,0,1,0,"Bhubaneswar",3
"Punjab Kitchen",3.9,200,47,0,1,0,0,1,0,"Cuttack",3
"Punjab Kitchen",4.1,100,35,0,1,0,0,0,0,"Bhubaneswar",3
"Punjab Legends Restaurant",3.7,200,29,0,1,0,0,0,0,"Dehradun",1
"Punjab Mail",3.6,300,34,0,1,1,1,1,0,"Patiala",1
"Punjab Malwa",3.7,250,35,0,1,0,0,1,0,"Ahmedabad",1
"Punjab Paratha House",4.4,100,28,0,1,1,0,0,0,"Bareilly",1
"Punjab Paratha Hub",4.1,200,24,0,1,0,0,0,0,"Ahmedabad",1
"Punjab Rasoi",3.8,200,21,0,1,0,0,0,0,"Dehradun",1
"Punjab Restaurant",3.6,100,25,0,1,0,1,1,0,"Jabalpur",2
"Punjab Restaurant",4.2,200,35,0,1,0,0,1,0,"Dehradun",2
"Punjab Restaurant Kartar Singh Da Dhaba",4.2,150,21,0,1,0,0,0,0,"Nagpur",1
"Punjab Sind Premium Dairy",4.3,150,39,0,0,0,0,0,0,"Mumbai",1
"Punjab Sweet Corner",4.2,100,39,1,1,1,0,0,0,"Delhi NCR",2
"Punjab Sweet Corner",4.2,150,28,1,1,1,0,0,0,"NCR",2
"Punjab Sweet House",4.1,100,21,1,0,0,1,0,0,"Ranchi",2
"Punjab Sweet House",4.3,150,43,0,0,0,1,0,1,"Mumbai",2
"Punjab Sweets & Family Restaurant",3.5,200,29,1,1,1,1,0,0,"Meerut",1
"Punjabeez Cake Shopee",4.0,350,34,0,0,0,0,0,1,"Patiala",1
"Punjabeez Restaurant",3.5,150,21,0,1,1,0,0,1,"Patiala",1
"Punjabi Adda",3.7,150,26,0,1,1,0,1,0,"Udaipur",1
"Punjabi Amritsari Kulche Wale",3.9,100,28,0,1,0,0,0,0,"Jaipur",1
"Punjabi Angithi",2.8,200,24,0,1,0,0,0,0,"Meerut",3
"Punjabi Angithi",4.1,100,60,0,1,0,1,0,0,"Delhi NCR",3
"Punjabi Angithi",4.3,150,44,0,1,0,1,0,0,"Dehradun",3
"Punjabi Bagh",3.8,200,38,0,1,0,0,1,0,"Ahmedabad",1
"Punjabi Biryani",3.5,150,40,0,1,1,0,1,0,"Raipur",1
"Punjabi Bites",3.5,150,28,0,1,0,0,0,0,"Raipur",1
"Punjabi Bites (Chetak Circle)",4.2,100,31,0,1,0,0,1,0,"Udaipur",1
"Punjabi By DNA",3.4,300,32,0,1,0,0,0,0,"Amritsar",1
"Punjabi By Nature",3.5,200,49,0,1,0,0,1,0,"Dehradun",1
"Punjabi By Taste",3.6,150,32,0,1,0,0,0,0,"Bareilly",1
"Punjabi Chaap",2.9,200,27,0,1,0,0,0,0,"Saharanpur",1
"Punjabi Chaap Bistro",4.1,500,23,0,1,0,0,1,0,"Agra",1
"Punjabi Chaap Center",3.7,150,34,0,1,1,0,0,0,"Meerut",1
"Punjabi Chaap Chatka",3.3,150,38,0,1,1,1,1,0,"Jodhpur",1
"Punjabi Chaap Corner",3.6,50,23,0,1,1,0,0,0,"Allahabad",9
"Punjabi Chaap Corner",3.7,200,20,0,1,0,0,1,0,"Lucknow",9
"Punjabi Chaap Corner",3.8,200,28,0,1,0,0,0,0,"Patna",9
"Punjabi Chaap Corner",3.8,250,26,0,1,1,0,0,0,"Udaipur",9
"Punjabi Chaap Corner",3.9,50,35,0,1,1,0,0,0,"Meerut",9
"Punjabi Chaap Corner",3.9,100,33,0,0,1,0,0,0,"NCR",9
"Punjabi Chaap Corner",4.0,250,51,0,1,0,0,0,0,"Delhi NCR",9
"Punjabi Chaap Corner",4.1,150,23,0,1,0,0,0,0,"Jalandhar",9
"Punjabi Chaap Corner",4.2,300,30,0,1,1,0,0,0,"Kanpur",9
"Punjabi Chaap Nation",3.9,200,42,0,1,0,0,0,0,"Dharamshala",1
"Punjabi Chacha Dhaba",2.8,12,51,0,1,0,0,0,0,"NCR",1
"Punjabi Chaska",3.9,150,32,0,1,0,0,0,0,"Jaipur",2
"Punjabi Chaska",4.2,550,32,0,1,0,0,0,0,"Allahabad",2
"Punjabi Chaska Veg Restro",3.7,100,46,0,1,0,0,0,0,"Jaipur",1
"Punjabi Chaskaa",3.7,250,46,0,1,0,0,1,0,"Chandigarh",1
"Punjabi Chat Corner",4.4,150,25,0,0,0,1,0,0,"Raipur",1
"Punjabi Chatka",3.8,300,36,0,1,0,0,1,0,"Jaipur",1
"Punjabi Chatkara",3.8,350,32,0,1,0,1,0,0,"Jalandhar",1
"Punjabi Chef",4.3,150,46,0,1,0,1,0,0,"Pune",1
"Punjabi Chic Inn",4.3,100,27,0,1,1,0,0,0,"Jodhpur",1
"Punjabi Chicken",3.3,50,43,0,1,0,0,1,0,"Indore",2
"Punjabi Chicken",3.4,100,47,0,1,0,0,0,0,"Jaipur",2
"Punjabi Chola Bhatura Point",4.0,100,29,0,1,1,0,0,0,"Kota",1
"Punjabi Chola Kulcha Point",3.6,300,30,0,0,0,0,0,0,"Kota",1
"Punjabi Chulha",3.4,100,56,0,1,0,0,0,0,"Bangalore",2
"Punjabi Chulha",3.8,200,43,0,1,0,0,1,0,"Goa",2
"Punjabi Chulha Swad E Punjab",3.7,200,42,0,1,1,0,0,0,"Surat",1
"Punjabi Chulla",3.8,350,35,0,1,1,0,1,0,"Ludhiana",1
"Punjabi Combo Paratha House",3.5,350,41,0,1,0,1,0,0,"Pune",1
"Punjabi Culture",3.7,150,35,0,1,0,0,0,0,"Surat",1
"Punjabi Curry House",3.5,300,51,0,1,0,0,1,0,"Jaipur",1
"Punjabi Deluxe Dhaba",4.1,150,28,0,1,0,0,0,0,"Saharanpur",1
"Punjabi Desi Paratha",4.0,250,54,0,1,0,0,0,0,"Hyderabad",1
"Punjabi Dhaba",3.1,150,45,0,1,0,0,1,0,"Kanpur",16
"Punjabi Dhaba",3.3,200,38,0,1,0,0,0,0,"Dharamshala",16
"Punjabi Dhaba",3.4,250,57,0,1,0,0,1,0,"Bangalore",16
"Punjabi Dhaba",3.6,150,39,0,1,0,0,0,0,"Meerut",16
"Punjabi Dhaba",3.7,100,24,0,1,0,0,1,0,"Dehradun",16
"Punjabi Dhaba",3.7,100,31,1,1,1,0,0,0,"Udaipur",16
"Punjabi Dhaba",3.7,250,30,0,1,0,0,0,0,"Lucknow",16
"Punjabi Dhaba",3.9,150,36,0,1,0,0,0,0,"Kota",16
"Punjabi Dhaba",3.9,350,41,0,1,0,0,0,0,"Siliguri",16
"Punjabi Dhaba",4.0,100,26,0,1,0,1,0,0,"Ludhiana",16
"Punjabi Dhaba",4.0,100,57,0,1,0,0,0,0,"Delhi NCR",16
"Punjabi Dhaba",4.1,100,16,0,1,0,0,0,0,"Gorakhpur",16
"Punjabi Dhaba",4.1,100,21,0,1,0,0,0,0,"Chandigarh",16
"Punjabi Dhaba",4.1,100,24,0,1,0,0,0,0,"Kota",16
"Punjabi Dhaba",4.1,100,33,0,1,1,0,1,0,"Puducherry",16
"Punjabi Dhaba",4.1,150,28,0,1,0,0,0,0,"Madurai",16
"Punjabi Dhaba - Aliganj",4.1,150,35,0,1,0,0,1,0,"Lucknow",1
"Punjabi Dhaba By MMPD",4.1,200,35,0,1,0,0,0,0,"Jaipur",1
"Punjabi Dhaba Family Restaurant",3.8,200,22,0,1,0,1,1,0,"Raipur",1
"Punjabi Dhabha",3.5,100,36,0,1,0,0,0,0,"Indore",1
"Punjabi Di Hatti",3.9,200,36,0,1,0,0,0,0,"Surat",1
"Punjabi Express",4.1,150,25,0,1,0,0,0,0,"Kota",1
"Punjabi Family Dhaba",4.0,100,42,0,1,0,0,1,0,"Hyderabad",1
"Punjabi Fast Food",4.0,200,30,0,1,0,0,0,0,"Kota",1
"Punjabi Flavours Pure Veg",3.9,100,35,0,1,0,0,0,0,"Udaipur",1
"Punjabi Food Junction",3.2,200,29,0,1,0,0,0,0,"Amravati",2
"Punjabi Food Junction",4.1,250,49,0,1,0,0,1,0,"Kolkata",2
"Punjabi Food On Location",3.5,100,39,0,1,0,0,0,0,"Ahmedabad",1
"Punjabi Food On Way",3.5,200,41,0,1,0,0,0,0,"Ahmedabad",1
"Punjabi Foods",3.6,200,41,0,1,1,0,1,0,"Dehradun",2
"Punjabi Foods",3.8,150,52,0,1,0,0,1,0,"Dehradun",2
"Punjabi Foods Cafe",3.3,150,27,0,1,0,1,0,0,"Kota",1
"Punjabi Golagappa Wala",4.1,50,28,0,0,0,1,0,0,"Bikaner",1
"Punjabi Handi",4.0,100,29,0,0,0,0,0,0,"Allahabad",1
"Punjabi Hotel",4.1,200,33,0,1,0,0,0,0,"Kolkata",1
"Punjabi House",4.0,250,37,0,1,0,0,0,0,"Trivandrum",1
"Punjabi Hut",3.4,400,43,0,1,0,0,0,0,"Vadodara",3
"Punjabi Hut",3.6,150,43,0,1,1,0,0,0,"NCR",3
"Punjabi Hut",3.9,200,36,0,1,0,0,1,0,"Agra",3
"Punjabi Kadhai",4.2,250,42,0,1,0,0,0,0,"Siliguri",1
"Punjabi Khana And Chinese Food",3.4,50,50,0,1,0,1,1,0,"Vadodara",1
"Punjabi Kitchen",3.3,100,57,0,1,1,0,0,0,"Kanpur",6
"Punjabi Kitchen",3.3,200,32,0,1,1,0,0,0,"Kota",6
"Punjabi Kitchen",3.9,150,30,0,1,0,0,0,0,"Dehradun",6
"Punjabi Kitchen",4.0,300,38,0,1,0,0,0,0,"Ranchi",6
"Punjabi Kitchen",4.1,100,35,0,1,0,0,1,0,"Ranchi",6
"Punjabi Kitchen",4.1,150,39,0,1,0,0,0,0,"Pune",6
"Punjabi Laziz",4.0,200,28,0,1,1,0,0,0,"Indore",2
"Punjabi Laziz",4.1,150,32,0,1,0,0,1,0,"Udaipur",2
"Punjabi Lunch Bunch",3.1,100,25,0,1,0,1,0,0,"Kota",1
"Punjabi Mathri",4.2,100,26,0,0,0,1,0,0,"Kota",2
"Punjabi Mathri",4.3,200,18,0,0,0,1,0,0,"Kota",2
"Punjabi Munch Box",4.3,100,57,0,1,0,0,0,0,"Indore",1
"Punjabi Nawabi",3.8,100,45,0,1,0,0,1,0,"Bangalore",1
"Punjabi Nitin Vaishno Dhaba",3.7,150,40,0,1,0,0,0,0,"NCR",1
"Punjabi Panda",4.0,250,52,0,1,1,0,1,0,"Kolkata",1
"Punjabi Paneer",4.4,100,33,0,0,0,0,0,0,"Mumbai",1
"Punjabi Paneer Farm",3.6,200,38,0,1,0,0,0,0,"Jaipur",1
"Punjabi Parade",3.8,250,36,0,1,0,1,0,0,"Udaipur",1
"Punjabi Paradise",3.7,250,52,0,1,0,0,0,0,"Chandigarh",1
"Punjabi Parantha House",4.1,150,27,0,1,0,0,0,0,"Kota",1
"Punjabi Paratha",4.1,100,36,0,1,0,0,0,0,"Jodhpur",2
"Punjabi Paratha",4.3,150,40,0,1,1,1,0,0,"Kolkata",2
"Punjabi Paratha And Shahi Sabjiya",4.0,300,36,0,1,1,0,0,0,"Jodhpur",1
"Punjabi Paratha House",4.0,50,40,0,1,0,0,0,0,"Hyderabad",1
"Punjabi Prantha King",3.5,300,37,0,1,0,1,0,0,"Jalandhar",1
"Punjabi Pranthe",3.6,150,44,0,1,0,0,0,0,"Chandigarh",1
"Punjabi Pratha's",4.4,150,44,0,1,0,0,0,0,"Dhanbad",1
"Punjabi Pure Veg Restaurant Since 1994",3.6,150,55,0,1,0,0,0,0,"Bangalore",1
"Punjabi Rasoi",2.9,450,48,0,1,1,0,0,0,"Ludhiana",11
"Punjabi Rasoi",3.0,250,40,0,1,0,0,0,0,"Surat",11
"Punjabi Rasoi",3.4,100,27,0,1,0,0,0,0,"Jalandhar",11
"Punjabi Rasoi",3.7,100,38,0,1,1,0,0,0,"Mangalore",11
"Punjabi Rasoi",3.7,150,49,0,1,1,0,0,0,"NCR",11
"Punjabi Rasoi",3.8,300,19,0,0,0,0,0,0,"Kota",11
"Punjabi Rasoi",4.0,100,47,0,0,1,0,0,0,"Jalandhar",11
"Punjabi Rasoi",4.1,150,27,0,1,0,0,0,0,"Chandigarh",11
"Punjabi Rasoi",4.2,150,43,0,0,1,0,0,0,"Meerut",11
"Punjabi Rasoi",4.2,250,35,0,1,0,0,0,0,"Jaipur",11
"Punjabi Rasoi",4.4,100,43,0,1,0,0,0,0,"Allahabad",11
"Punjabi Rasoi & Mess",2.9,100,33,0,1,0,0,0,0,"Belgaum",1
"Punjabi Rasoi Restaurant",3.8,100,37,0,1,0,1,1,0,"Dehradun",1
"Punjabi Restaurant",3.6,150,32,0,1,0,0,0,0,"Madurai",2
"Punjabi Restaurant",3.9,100,34,0,1,0,0,0,0,"Udaipur",2
"Punjabi Roti",3.6,100,36,0,1,0,1,0,0,"Goa",1
"Punjabi Swad",4.3,100,46,0,1,0,0,0,0,"NCR",1
"Punjabi Tadka",3.3,200,49,0,1,0,0,0,0,"Allahabad",11
"Punjabi Tadka",3.4,100,33,0,0,0,0,0,1,"Gorakhpur",11
"Punjabi Tadka",3.5,200,25,0,1,0,0,0,0,"Moradabad",11
"Punjabi Tadka",3.6,100,26,0,1,0,0,1,0,"Ahmedabad",11
"Punjabi Tadka",3.6,100,32,0,1,0,0,0,0,"Lucknow",11
"Punjabi Tadka",3.6,400,36,0,1,0,0,1,0,"Vadodara",11
"Punjabi Tadka",3.8,150,37,0,1,0,0,0,0,"Meerut",11
"Punjabi Tadka",3.8,250,43,0,1,0,0,1,0,"Indore",11
"Punjabi Tadka",4.0,100,34,0,1,0,0,0,0,"Amritsar",11
"Punjabi Tadka",4.1,100,33,0,1,0,0,0,0,"Belgaum",11
"Punjabi Tadka",4.1,150,38,0,1,0,0,0,0,"Bareilly",11
"Punjabi Tadka and Grill",3.4,100,41,0,1,0,0,0,0,"Jaipur",1
"Punjabi Tadka Dhaba",3.6,150,43,0,1,0,0,1,0,"Jaipur",2
"Punjabi Tadka Dhaba",3.7,150,43,0,1,0,0,0,0,"Agra",2
"Punjabi Tadka Family Restaurant",4.0,100,45,1,1,1,1,0,0,"Rishikesh",1
"Punjabi Tadka Pure Veg Restaurant",3.4,200,36,0,1,0,1,0,0,"Kota",2
"Punjabi Tadka Pure Veg Restaurant",3.6,100,38,0,1,1,0,0,0,"Jaipur",2
"Punjabi Tadka Restaurant",3.0,250,39,0,1,0,1,0,0,"Kota",2
"Punjabi Tadka Restaurant",3.4,100,38,0,1,0,0,0,0,"Jaipur",2
"Punjabi Tadka Tiffin Center",4.2,150,30,0,1,0,1,0,0,"Bareilly",1
"Punjabi Tadkaa",3.7,200,41,0,1,0,0,0,0,"Udaipur",1
"Punjabi Thali Bazaar",4.0,200,26,0,1,0,0,0,0,"Kota",1
"Punjabi Thali Junction",3.6,200,31,0,1,0,0,0,0,"Udaipur",1
"Punjabi Tiffin Service",3.9,150,42,0,1,0,0,0,0,"Kanpur",1
"Punjabi Unplugged",4.0,200,49,0,1,0,0,0,0,"Bangalore",1
"Punjabi Vaishno Dhaba",3.4,500,29,0,1,0,0,0,0,"Ludhiana",3
"Punjabi Vaishno Dhaba",3.5,100,42,0,1,0,0,0,0,"NCR",3
"Punjabi Vaishno Dhaba",4.3,200,20,0,1,0,0,0,0,"Meerut",3
"Punjabi Zaika",4.0,100,32,0,1,0,0,0,0,"NCR",1
"Punjabi Zayka",3.7,100,29,0,1,0,0,0,0,"Jalandhar",1
"Punjabic Foods",4.1,100,28,0,1,1,1,0,0,"Lucknow",1
"Punjabis",4.1,200,53,0,1,1,1,0,0,"NCR",2
"Punjabis",4.1,200,54,0,1,1,1,0,0,"Delhi NCR",2
"Punjabis Kitchen",4.2,250,45,0,1,0,0,0,0,"Kolkata",1
"Punjabiyaan Di Rasoi",4.1,350,29,0,1,0,0,0,0,"Jhansi",1
"Punjabiyat - By Jassi De Parathe",4.3,200,40,0,1,0,1,0,0,"Ahmedabad",1
"Punjab's Tadka",4.0,150,27,0,1,1,0,1,0,"Raipur",1
"Puppy's Bakery",3.7,250,37,0,0,1,0,0,1,"Madurai",2
"Puppy's Bakery",3.8,150,43,0,0,1,1,0,1,"Madurai",2
"Puran Dhaba",4.1,12,43,0,1,0,0,0,0,"NCR",2
"Puran Dhaba",4.1,150,61,0,1,0,0,0,0,"Delhi NCR",2
"Purana Bangali Fish & Chicken",3.8,150,40,0,1,0,0,0,0,"Ludhiana",1
"Purane Pandit Restaurant",4.1,200,38,1,1,0,1,0,0,"Jaipur",1
"Purbasha International Hotel",4.0,100,31,0,1,0,0,1,0,"Asansol",1
"Pure Beans & Creams",4.4,200,23,0,0,0,0,0,0,"Vadodara",1
"Pure Chinese",3.1,100,30,0,0,0,0,0,0,"Meerut",1
"Pure Desi",3.3,250,45,1,1,0,1,0,0,"Guwahati",1
"Pure Eats",4.5,100,33,0,0,0,0,0,0,"Ajmer",1
"Pure NZ By Tathastu Kitchens",4.2,100,29,0,1,1,0,0,0,"Raipur",1
"Pure Punjabi",3.8,150,30,0,1,1,1,0,0,"Guwahati",1
"Pure Veg Meals By LunchBox",3.3,100,28,0,1,0,0,0,0,"Ahmedabad",51
"Pure Veg Meals By LunchBox",3.3,150,39,0,1,0,0,0,0,"Surat",51
"Pure Veg Meals By LunchBox",3.4,150,25,0,1,0,0,0,0,"Salem",51
"Pure Veg Meals By LunchBox",3.4,200,30,0,1,0,0,0,0,"Nellore",51
"Pure Veg Meals By LunchBox",3.5,100,45,0,1,0,0,0,0,"Mysore",51
"Pure Veg Meals By LunchBox",3.6,150,32,0,1,0,0,0,0,"Ludhiana",51
"Pure Veg Meals By LunchBox",3.6,200,28,0,1,0,0,0,0,"Belgaum",51
"Pure Veg Meals By LunchBox",3.7,100,27,0,1,0,0,0,0,"Udaipur",51
"Pure Veg Meals By LunchBox",3.7,250,20,0,1,0,0,0,0,"Vijayawada",51
"Pure Veg Meals By LunchBox",3.7,250,23,0,1,0,0,0,0,"Nagpur",51
"Pure Veg Meals By LunchBox",3.7,300,31,0,1,0,0,0,0,"Goa",51
"Pure Veg Meals By LunchBox",3.8,150,32,0,1,0,0,0,0,"Coimbatore",51
"Pure Veg Meals By LunchBox",3.8,200,22,0,1,0,0,0,0,"Lucknow",51
"Pure Veg Meals By LunchBox",3.8,200,34,0,1,0,0,0,0,"NCR",51
"Pure Veg Meals By LunchBox",3.8,200,35,0,1,0,0,0,0,"Delhi NCR",51
"Pure Veg Meals By LunchBox",3.9,100,33,0,1,0,0,0,0,"Jabalpur",51
"Pure Veg Meals By LunchBox",3.9,200,22,0,1,0,0,0,0,"Jamshedpur",51
"Pure Veg Meals By LunchBox",3.9,200,27,0,1,0,0,0,0,"Vadodara",51
"Pure Veg Meals By LunchBox",3.9,250,19,0,1,0,0,0,0,"Patiala",51
"Pure Veg Meals By LunchBox",3.9,300,28,0,1,0,0,0,0,"Mumbai",51
"Pure Veg Meals By LunchBox",4.0,100,22,0,1,0,0,0,0,"Allahabad",51
"Pure Veg Meals By LunchBox",4.0,100,25,0,1,0,0,0,0,"Guntur",51
"Pure Veg Meals By LunchBox",4.0,100,34,0,1,0,0,0,0,"Hyderabad",51
"Pure Veg Meals By LunchBox",4.0,150,26,0,1,0,0,0,0,"Jalandhar",51
"Pure Veg Meals By LunchBox",4.0,200,15,0,1,0,0,0,0,"Aligarh",51
"Pure Veg Meals By LunchBox",4.0,200,30,0,1,0,0,0,0,"Mangalore",51
"Pure Veg Meals By LunchBox",4.0,200,41,0,1,0,0,0,0,"Vellore",51
"Pure Veg Meals By LunchBox",4.0,250,23,0,1,0,0,0,0,"Madurai",51
"Pure Veg Meals By LunchBox",4.0,250,27,0,1,0,0,0,0,"Trivandrum",51
"Pure Veg Meals By LunchBox",4.0,250,30,0,1,0,0,0,0,"Palakkad",51
"Pure Veg Meals By LunchBox",4.1,100,28,0,1,0,0,0,0,"Patna",51
"Pure Veg Meals By LunchBox",4.1,150,24,0,1,0,0,0,0,"Pune",51
"Pure Veg Meals By LunchBox",4.1,150,29,0,1,0,0,0,0,"Chennai",51
"Pure Veg Meals By LunchBox",4.1,200,28,0,1,0,0,0,0,"Tirunelveli",51
"Pure Veg Meals By LunchBox",4.1,200,42,0,1,0,0,0,0,"Guwahati",51
"Pure Veg Meals By LunchBox",4.1,200,54,0,1,0,0,0,0,"Dehradun",51
"Pure Veg Meals By LunchBox",4.1,250,35,0,1,0,0,0,0,"Jodhpur",51
"Pure Veg Meals By LunchBox",4.1,250,35,0,1,0,0,0,0,"Kolkata",51
"Pure Veg Meals By LunchBox",4.2,100,31,0,1,0,0,0,0,"Meerut",51
"Pure Veg Meals By LunchBox",4.2,150,23,0,1,0,0,0,0,"Thrissur",51
"Pure Veg Meals By LunchBox",4.2,150,33,0,1,0,0,0,0,"Trichy",51
"Pure Veg Meals By LunchBox",4.2,200,42,0,1,0,0,0,0,"Agra",51
"Pure Veg Meals By LunchBox",4.2,350,28,0,1,0,0,0,0,"Bangalore",51
"Pure Veg Meals By LunchBox",4.3,150,19,0,1,0,0,0,0,"Amritsar",51
"Pure Veg Meals By LunchBox",4.3,150,25,0,1,0,0,0,0,"Kota",51
"Pure Veg Meals By LunchBox",4.3,200,22,0,1,0,0,0,0,"Bareilly",51
"Pure Veg Meals By LunchBox",4.3,200,28,0,1,0,0,0,0,"Chandigarh",51
"Pure Veg Meals By LunchBox",4.3,200,31,0,1,0,0,0,0,"Raipur",51
"Pure Veg Meals By LunchBox",4.3,250,27,0,1,0,0,0,0,"Bhopal",51
"Pure Veg Meals By LunchBox",4.3,250,29,0,1,0,0,0,0,"Varanasi",51
"Pure Veg Meals By LunchBox",4.4,50,29,0,1,0,0,0,0,"Kanpur",51
"Pure Veg Rasoi",3.7,150,30,1,0,1,0,0,0,"Jamshedpur",1
"Pure Vegetarian",3.4,100,32,0,1,0,1,0,0,"Patna",1
"Purely From Home Dine Cafe",4.0,150,28,0,0,0,0,0,0,"Trivandrum",1
